MinReturn,Perplexity,AveragePolicyStd,AverageReturn,Time,NumTrajs,LossAfter,TotalExecTime,StdReturn,ExplainedVariance,MeanKL,Entropy,MaxKL,ItrTime,MaxReturn,LossBefore
14200.0,14.777,0.930467,18870.0,11.727373838424683,20,-0.0792049,11.566283702850342,1645.63057823,0.912146674868,0.578101,2.69307,3.90036,11.727381944656372,20800.0,0.0101972
6700.0,14.9285,0.935333,14745.0,23.634042024612427,20,-0.0478967,11.797882318496704,2898.18477672,0.626442203561,0.136189,2.70327,2.23476,11.898711204528809,17900.0,-0.0125069
16500.0,14.8354,0.932292,20320.0,35.43895387649536,20,-0.00504569,11.766031742095947,1071.26093927,0.967100683724,0.0185683,2.69702,0.211308,11.79971981048584,21600.0,0.00224634
19600.0,14.8521,0.932745,20655.0,47.17956829071045,20,-0.01598,11.686243772506714,649.980768946,0.980882446003,0.0383295,2.69814,0.428895,11.732694625854492,22100.0,-0.00617156
18600.0,14.8063,0.931296,20260.0,58.95428538322449,20,-0.0404204,11.730838298797607,624.819974073,0.979097411113,0.0298717,2.69505,0.278865,11.769345760345459,21200.0,-0.0246554
17000.0,14.6249,0.925634,20360.0,70.6740837097168,20,-0.046838,11.583284378051758,1264.27845034,0.957127295959,0.0365213,2.68273,0.289109,11.704570770263672,21700.0,-0.0342058
19700.0,14.3769,0.917823,20785.0,82.54716634750366,20,-0.00968607,11.80856966972351,412.643914289,0.987010746222,0.00646853,2.66562,0.195394,11.861758470535278,21500.0,-0.00534197
