StdReturn,NumTrajs,MaxReturn,Time,MaxKL,ExplainedVariance,AverageReturn,MinReturn,AveragePolicyStd,LossAfter,TotalExecTime,ItrTime,Entropy,Perplexity,LossBefore,MeanKL
0.0,20,0.0,16.610310792922974,0.0,1,0.0,0.0,1.00568,-0.0,16.415642023086548,16.610316514968872,2.849,17.2706,-0.0,0.0
0.0,20,0.0,32.12783622741699,0.0,1,0.0,0.0,1.00568,-0.0,15.280600547790527,15.510869026184082,2.849,17.2706,-0.0,0.0
150.0,20,500.0,49.47915577888489,14.6987,0.206995719786,50.0,0.0,1.00568,0.0175085,17.141451120376587,17.3291597366333,2.849,17.2706,0.0126127,0.14652
0.0,20,0.0,64.67234587669373,0.0,1,0.0,0.0,1.00885,-0.0,14.912700176239014,15.162798404693604,2.85531,17.3798,-0.0,0.0
0.0,20,0.0,78.97331666946411,0.0,1,0.0,0.0,1.00885,-0.0,14.105274200439453,14.280441284179688,2.85531,17.3798,-0.0,0.0
87.1779788708,20,400.0,94.69878935813904,0.00334747,0.365580352806,20.0,0.0,1.00885,0.0119894,15.585644721984863,15.719881772994995,2.85531,17.3798,0.0134342,0.000585762
0.0,20,0.0,111.26324105262756,0.0,1,0.0,0.0,1.01228,-0.0,16.368897676467896,16.552207946777344,2.86203,17.497,-0.0,0.0
