AveragePolicyStd,ExplainedVariance,StdReturn,ItrTime,Perplexity,MeanKL,Time,NumTrajs,AverageReturn,TotalExecTime,LossBefore,MaxKL,LossAfter,MinReturn,Entropy,MaxReturn
0.805297,0.088567924731,218.80356487,4.797785758972168,11.0609,0.259549,4.797781705856323,40,125.0,4.741909980773926,0.0450362,3.88287,-0.0170048,0.0,2.40341,900.0
0.824021,0.319635681532,762.88514863,4.633860349655151,11.5704,0.349315,9.434633016586304,40,1272.5,4.587120294570923,-0.00301544,2.39075,-0.10145,0.0,2.44845,3500.0
0.823802,0.816963285337,1132.56070477,4.746534585952759,11.5529,0.206105,14.185933589935303,40,5267.5,4.692653656005859,-0.042253,4.6614,-0.110172,3000.0,2.44694,7100.0
0.814864,0.89487446516,1154.53183152,4.592954635620117,11.3114,0.100946,18.791898727416992,40,6082.5,4.527280807495117,-0.0390145,2.20171,-0.0752137,0.0,2.42581,7200.0
0.807037,0.905024050464,946.490227102,5.031525135040283,11.0929,0.0400366,23.826777696609497,40,6637.5,4.967041015625,-0.0375066,0.341372,-0.0615315,2700.0,2.40631,7800.0
0.799312,0.928577710865,947.757221022,4.713778257369995,10.8868,0.0896939,28.544577836990356,40,6702.5,4.673427581787109,-0.0808831,8.25705,-0.115632,2800.0,2.38755,7800.0
0.78309,0.82489223801,1897.19365116,4.649467945098877,10.4553,0.0859458,33.199787616729736,40,6562.5,4.622857332229614,-0.0291348,0.909165,-0.0715463,2000.0,2.34711,8300.0
