Perplexity,Time,AveragePolicyStd,StdReturn,MaxKL,LossBefore,MinReturn,TotalExecTime,AverageReturn,LossAfter,MeanKL,ItrTime,Entropy,ExplainedVariance,MaxReturn,NumTrajs
17.1557,10.929557800292969,1.00326,0.0,0.0,-0.0,0.0,10.825031757354736,0.0,-0.0,0.0,10.929563522338867,2.84233,1,0.0,20
17.1557,21.565486907958984,1.00326,0.0,0.0,-0.0,0.0,10.467884063720703,0.0,-0.0,0.0,10.627830982208252,2.84233,1,0.0,20
17.1557,32.12273597717285,1.00326,0.0,0.0,-0.0,0.0,10.508529663085938,0.0,-0.0,0.0,10.554537773132324,2.84233,1,0.0,20
17.1557,42.98293590545654,1.00326,0.0,0.0,-0.0,0.0,10.80074429512024,0.0,-0.0,0.0,10.856573581695557,2.84233,1,0.0,20
17.1557,53.663252115249634,1.00326,0.0,0.0,-0.0,0.0,10.597660541534424,0.0,-0.0,0.0,10.674633741378784,2.84233,1,0.0,20
17.1557,64.43291997909546,1.00326,0.0,0.0,-0.0,0.0,10.70028281211853,0.0,-0.0,0.0,10.762582540512085,2.84233,1,0.0,20
17.1557,74.96367239952087,1.00326,0.0,0.0,-0.0,0.0,10.426359415054321,0.0,-0.0,0.0,10.52623462677002,2.84233,1,0.0,20
