LossBefore,MaxReturn,ItrTime,TotalExecTime,AveragePolicyStd,StdReturn,LossAfter,NumTrajs,AverageReturn,Perplexity,MinReturn,ExplainedVariance,Time,MeanKL,Entropy,MaxKL
-0.0221954,1800.0,6.507427453994751,6.438542366027832,0.949513,672.662619743,-0.081579,20,895.0,15.3903,0.0,0.56754438765,6.507421970367432,0.126919,2.73374,5.12752
-0.0149607,4600.0,6.496325492858887,6.429134845733643,0.938921,812.080661018,-0.0338541,20,1495.0,15.0525,200.0,0.751089485732,13.008649110794067,0.036024,2.71154,0.215456
-0.00991413,10100.0,6.59337306022644,6.5547966957092285,0.935445,2087.07929892,-0.0380214,20,1990.0,14.9403,0.0,0.571376282168,19.606712579727173,0.114446,2.70406,1.50111
-0.00017006,3900.0,6.608889579772949,6.562400579452515,0.933169,1008.01785698,-0.0144618,20,1430.0,14.8664,0.0,0.578341723358,26.219374179840088,0.0276046,2.69911,0.12905
0.0012683,7800.0,6.542646884918213,6.5070641040802,0.933129,1946.68949758,-0.00402669,20,2280.0,14.8652,0.0,0.367844606302,32.766581773757935,0.00689552,2.69902,0.201376
-0.00335896,12400.0,6.575783014297485,6.515592336654663,0.933336,3834.46215264,-0.00784963,20,4530.0,14.8746,0.0,0.247414183798,39.35340094566345,0.0189612,2.69966,0.107113
0.009154,19900.0,6.295763254165649,6.192314863204956,0.932571,6085.26088184,-0.00187864,20,5660.0,14.8496,0.0,0.425844556902,45.65880084037781,0.0306965,2.69798,0.173187
