AverageReturn,Entropy,LossAfter,StdReturn,AveragePolicyStd,TotalExecTime,NumTrajs,MaxReturn,Perplexity,Time,ItrTime,MinReturn,LossBefore,MaxKL,ExplainedVariance,MeanKL
0.0,2.7007,-0.0,0.0,0.935103,12.884510040283203,20,0.0,14.8902,12.9861478805542,12.986153841018677,0.0,-0.0,0.0,1,0.0
0.0,2.7007,-0.0,0.0,0.935103,11.97409200668335,20,0.0,14.8902,25.06804347038269,12.076204776763916,0.0,-0.0,0.0,1,0.0
0.0,2.7007,-0.0,0.0,0.935103,12.140133142471313,20,0.0,14.8902,37.259501934051514,12.186687469482422,0.0,-0.0,0.0,1,0.0
0.0,2.7007,-0.0,0.0,0.935103,12.731643676757812,20,0.0,14.8902,50.08705687522888,12.822632551193237,0.0,-0.0,0.0,1,0.0
0.0,2.7007,-0.0,0.0,0.935103,12.123923540115356,20,0.0,14.8902,62.2779107093811,12.187376976013184,0.0,-0.0,0.0,1,0.0
0.0,2.7007,-0.0,0.0,0.935103,12.180615186691284,20,0.0,14.8902,74.52321863174438,12.241513729095459,0.0,-0.0,0.0,1,0.0
0.0,2.7007,-0.0,0.0,0.935103,12.162844896316528,20,0.0,14.8902,86.7430067062378,12.212688684463501,0.0,-0.0,0.0,1,0.0
