StdReturn,LossAfter,LossBefore,MaxKL,MaxReturn,ExplainedVariance,AverageReturn,Entropy,AveragePolicyStd,MinReturn,ItrTime,Perplexity,Time,NumTrajs,MeanKL,TotalExecTime
2821.71933402,-0.0427354,-0.00993191,0.670754,10300.0,0.308725802469,4770.0,2.84416,1.0032,0.0,11.3495614528656,17.1872,11.34955644607544,20,0.217647,11.259492874145508
3015.31092924,-0.0137277,0.00407877,0.0792084,11100.0,0.193904046605,3970.0,2.83423,0.998342,0.0,6.611026287078857,17.0173,17.965689182281494,20,0.0424988,6.517184734344482
2988.89193515,0.00717577,0.0108414,0.00877649,8800.0,0.165289749482,3895.0,2.83627,0.999448,0.0,6.471264839172363,17.052,24.44173526763916,20,0.0046556,6.427981615066528
2977.4947523,-0.0138792,-0.0102771,0.0318244,10600.0,0.290093906342,4705.0,2.84169,1.00223,0.0,6.46765661239624,17.1447,30.917298555374146,20,0.00541459,6.411272048950195
2928.03688501,0.000814056,0.00590388,0.0487095,13000.0,0.158902611688,4360.0,2.83655,0.999622,0.0,7.50651741027832,17.0568,38.44252943992615,20,0.0114219,7.403868198394775
2894.90500708,-0.0133577,-0.0105405,0.0177759,11700.0,0.299986079297,5445.0,2.8395,1.00114,0.0,10.911086082458496,17.1073,49.35653042793274,20,0.00601215,10.862916469573975
3515.2915953,-0.00468037,0.00302857,0.044881,11900.0,0.291605458583,5215.0,2.83423,0.998465,0.0,6.203313112258911,17.0173,55.5653932094574,20,0.021214,6.144963026046753
