AverageReturn,Time,MaxReturn,StdReturn,MaxKL,NumTrajs,LossAfter,ItrTime,LossBefore,MinReturn,Perplexity,TotalExecTime,ExplainedVariance,AveragePolicyStd,MeanKL,Entropy
7975.0,4.9887855052948,16300.0,3590.94346934,2.50817,20,-0.111214,4.988786697387695,0.011557,1900.0,15.2117,4.9330363273620605,0.405025528569,0.947542,0.823236,2.72206
22605.0,9.758720636367798,23400.0,2397.59775609,0.0687491,20,-0.0389006,4.7666096687316895,-0.0327911,12200.0,15.3885,4.70222806930542,0.949868566081,0.952531,0.00804265,2.73362
23215.0,14.387135028839111,23500.0,247.53787589,0.0763941,20,-0.0468041,4.620121717453003,-0.0389058,22600.0,15.1382,4.57009482383728,0.99637165197,0.94479,0.0163869,2.71722
22735.0,19.03680992126465,23500.0,871.363873477,0.199459,20,-0.0283305,4.645756959915161,-0.010699,19900.0,14.8466,4.6035943031311035,0.976619122,0.936087,0.080545,2.69777
23255.0,23.54945421218872,23600.0,217.887585695,0.0643442,20,-0.0263368,4.503976106643677,-0.0204399,22900.0,14.7674,4.452998399734497,0.995525557103,0.93342,0.0130607,2.69242
23340.0,28.29171633720398,23600.0,182.756668825,0.0739857,20,-0.00995708,4.737512588500977,-0.00711115,22900.0,14.6172,4.694278001785278,0.996216285525,0.928813,0.0102881,2.6822
23235.0,33.011414766311646,23500.0,162.095650774,0.0483615,20,0.0118148,4.713110685348511,0.0165644,22900.0,14.5653,4.684885025024414,0.99678391243,0.927329,0.00839218,2.67865
