StdReturn,Time,ExplainedVariance,MaxKL,MinReturn,AveragePolicyStd,Perplexity,MeanKL,MaxReturn,LossAfter,AverageReturn,ItrTime,LossBefore,TotalExecTime,NumTrajs,Entropy
544.885309033,10.854195594787598,0.110026250793,0.611799,0.0,1.00326,17.1557,0.150413,1500.0,-0.0241099,390.0,10.854201078414917,-0.0068011,10.763039588928223,20,2.84233
2807.29407081,21.649919271469116,0.341055070781,0.193068,0.0,0.999763,17.0394,0.041074,10200.0,-0.026134,3390.0,10.791236400604248,-0.0138615,10.67168378829956,20,2.83553
3363.25363302,32.378058195114136,0.427121876877,0.037356,0.0,0.996295,16.9217,0.00936287,12100.0,-0.0228756,7045.0,10.723560810089111,-0.0184601,10.614891052246094,20,2.8286
2204.29126932,43.00541687011719,0.393450665732,0.429548,3700.0,0.991609,16.7662,0.145115,12500.0,-0.0225677,7390.0,10.61720895767212,0.00620794,10.581568479537964,20,2.81937
4512.05053163,53.717856645584106,0.301906829566,0.243765,1600.0,0.993369,16.8184,0.0799988,16300.0,-0.04081,6820.0,10.709225177764893,-0.0253614,10.678160667419434,20,2.82247
4211.94432537,64.50751972198486,0.345405612989,0.121257,0.0,0.98692,16.6065,0.0479386,18800.0,-0.0308416,10105.0,10.786010980606079,-0.018775,10.711950063705444,20,2.80979
5397.64763578,74.86312961578369,0.439100233709,0.551456,0.0,0.982141,16.4513,0.15279,18700.0,-0.0409583,10280.0,10.351747274398804,-0.00946635,10.309409856796265,20,2.8004
