MaxKL,MinReturn,TotalExecTime,MaxReturn,ExplainedVariance,ItrTime,Time,LossAfter,StdReturn,MeanKL,AveragePolicyStd,AverageReturn,Perplexity,NumTrajs,Entropy,LossBefore
192.16,100.0,7.293092250823975,2300.0,0.367034526216,7.360696077346802,7.360691070556641,-0.191376,477.912125814,1.67247,0.982009,1190.0,16.3558,40,2.79458,0.0116379
4.09661,0.0,7.9518537521362305,3300.0,0.383601721597,8.009471416473389,15.37402629852295,-0.11592,855.204653869,0.403782,0.9887,1725.0,16.5473,40,2.80622,-0.0164719
4.14543,400.0,6.975518465042114,6300.0,0.507776508968,7.038609027862549,22.41682195663452,-0.0419203,1444.90267838,0.133028,0.984964,2897.5,16.4115,40,2.79798,-0.000185084
11.603,900.0,7.184347152709961,6400.0,0.589077941621,7.248852729797363,29.67252278327942,-0.0516905,1331.91591326,0.170949,0.984849,3500.0,16.41,40,2.79789,-0.000595575
2.52715,2000.0,7.224109888076782,6000.0,0.631370858858,7.354458570480347,37.03100848197937,-0.0681175,1046.65837311,0.125302,0.984426,3752.5,16.4051,40,2.79759,-0.0298409
54.9333,2800.0,6.90217399597168,6500.0,0.745132405657,6.945992946624756,43.98472571372986,-0.0780172,843.767592409,0.232983,0.9763,4582.5,16.1622,40,2.78267,-0.0212301
1.78773,700.0,7.314298391342163,7200.0,0.709977283375,7.3590333461761475,51.34952449798584,-0.0780117,1209.45235541,0.141576,0.97057,4615.0,15.9915,40,2.77206,-0.030165
