AverageReturn,Entropy,TotalExecTime,AveragePolicyStd,MaxReturn,Perplexity,LossBefore,ExplainedVariance,Time,LossAfter,NumTrajs,MinReturn,MaxKL,MeanKL,ItrTime,StdReturn
0.0,2.5608,17.719263076782227,0.870797,0.0,12.9461,-0.0,1,17.816465854644775,-0.0,20,0.0,0.0,0.0,17.816473245620728,0.0
50.0,2.5608,18.13901400566101,0.870797,1000.0,12.9461,0.00050649,0.0425834191224,36.03480768203735,-0.00253233,20,0.0,0.0649765,0.00716354,18.2144558429718,217.944947177
625.0,2.56105,17.724637031555176,0.870916,2800.0,12.9494,0.00948931,0.32779684777,53.85415053367615,-0.00331379,20,0.0,0.251178,0.0426255,17.807832717895508,799.921871185
1205.0,2.5658,17.564852476119995,0.872993,2600.0,13.011,-0.00524157,0.558820633545,71.47588062286377,-0.0199966,20,0.0,0.429232,0.0382129,17.617139101028442,843.489774686
2515.0,2.56317,17.438342332839966,0.871844,4100.0,12.977,-0.0108739,0.821753162784,89.01165342330933,-0.0169043,20,700.0,0.0375414,0.0164751,17.51664447784424,781.840776629
4065.0,2.55774,14.802240371704102,0.86951,7400.0,12.9066,0.0196674,0.670331661396,103.85913014411926,-0.0249615,20,2100.0,0.547391,0.230698,14.837986469268799,1353.61552887
46820.0,2.56757,12.88876461982727,0.873818,50500.0,13.0341,-0.0117579,0.862088203275,116.79057049751282,-0.0679009,20,36300.0,0.687422,0.346247,12.926687955856323,3302.51419376
