AveragePolicyStd,ItrTime,Entropy,Time,LossAfter,ExplainedVariance,MeanKL,Perplexity,MaxReturn,LossBefore,NumTrajs,MaxKL,StdReturn,AverageReturn,MinReturn,TotalExecTime
0.95435,5.024960279464722,2.74043,5.024960279464722,-0.137463,0.926871364644,0.414373,15.4937,21500.0,-0.0403704,20,1.11627,1192.59171555,18985.0,16800.0,4.957322597503662
0.935098,4.77146577835083,2.70006,9.799048662185669,-0.0435126,0.414866000031,0.20817,14.8807,17100.0,0.0106549,20,0.724084,3166.74517447,10735.0,5900.0,4.699899673461914
0.937382,4.770428895950317,2.70539,14.581126689910889,-0.0144034,0.986208840891,0.00840622,14.9602,21900.0,-0.00951652,20,0.0746252,549.067391128,21205.0,19800.0,4.719193458557129
0.935068,4.692348003387451,2.70063,19.284422874450684,-0.0169892,0.984203543883,0.00543387,14.8891,22000.0,-0.0125895,20,0.0533469,655.190811901,21135.0,19300.0,4.659257411956787
0.932611,4.74899959564209,2.69434,24.03858470916748,-0.018889,0.988791541906,0.061007,14.7957,21700.0,-0.00634794,20,0.360265,368.612262411,21125.0,20400.0,4.702426195144653
0.931255,4.71614933013916,2.69116,28.75954008102417,-0.0615951,0.979630333098,0.144602,14.7488,21900.0,-0.0353258,20,1.20947,805.279454599,21105.0,18800.0,4.668168544769287
0.923409,4.707642316818237,2.6735,33.472265005111694,-0.0127513,0.987428635915,0.0235253,14.4906,22000.0,-0.00314951,20,0.356603,597.055273823,21005.0,19600.0,4.666391849517822
