AverageReturn,TotalExecTime,AveragePolicyStd,ItrTime,MeanKL,Entropy,Perplexity,ExplainedVariance,MaxKL,LossAfter,MinReturn,Time,NumTrajs,LossBefore,MaxReturn,StdReturn
100.0,15.938256978988647,0.999438,16.231939792633057,0.388527,2.83651,17.0561,0.143284726648,33.0906,-0.0419763,0.0,16.231932640075684,20,0.0149483,2000.0,435.889894354
0.0,17.34520649909973,1.00684,17.52322030067444,0.0,2.85146,17.313,1,0.0,-0.0,0.0,33.778746604919434,20,-0.0,0.0,0.0
0.0,16.865814924240112,1.00684,17.12026858329773,0.0,2.85146,17.313,1,0.0,-0.0,0.0,50.956310510635376,20,-0.0,0.0,0.0
0.0,15.324906349182129,1.00684,15.556382417678833,0.0,2.85146,17.313,1,0.0,-0.0,0.0,66.53164267539978,20,-0.0,0.0,0.0
35.0,16.604793787002563,1.00684,16.813491582870483,0.982809,2.85146,17.313,0.189205181257,116.178,0.0118136,0.0,83.3665874004364,20,0.0164364,400.0,106.183802908
10.0,14.212099313735962,1.01101,14.486237049102783,0.029603,2.85968,17.4559,0.164229217152,6.13675,0.00733204,0.0,97.87873077392578,20,0.0064639,200.0,43.5889894354
45.0,17.090835332870483,1.0127,17.237879037857056,0.000255081,2.86291,17.5124,0.180201523897,0.0255569,-0.0148335,0.0,115.14199471473694,20,-0.0138401,900.0,196.150452459
