Entropy,AveragePolicyStd,StdReturn,ExplainedVariance,AverageReturn,LossAfter,MeanKL,NumTrajs,LossBefore,ItrTime,MaxKL,Perplexity,MinReturn,Time,MaxReturn,TotalExecTime
2.84233,1.00326,672.662619743,0.194792168125,195.0,-0.0127588,0.0700669,20,0.00388057,10.852165460586548,0.401836,17.1557,0.0,10.852159976959229,3000.0,10.745648384094238
2.84621,1.00499,2048.68250346,0.783282509265,470.0,-0.000947878,0.00419078,20,0.00272952,10.68360710144043,0.0494309,17.2224,0.0,21.53921914100647,9400.0,10.61712098121643
2.84757,1.00565,4986.4215626,0.825790201322,1660.0,-0.000864035,0.00456451,20,0.0040912,10.738958358764648,0.0421307,17.2459,0.0,32.28207969665527,17400.0,10.677307367324829
2.84962,1.00645,5061.07449066,0.689698471233,1645.0,-0.0190042,0.00828818,20,-0.00959501,10.729903221130371,0.100951,17.2812,0.0,43.015668630599976,20000.0,10.673957824707031
2.84482,1.00403,11579.568213,0.819943544967,7360.0,-0.0235112,0.0337618,20,-0.00893497,10.717514514923096,0.179066,17.1985,0.0,53.73748278617859,28400.0,10.63792610168457
2.84036,1.00182,10819.399244,0.76837739457,5960.0,-0.0130883,0.0265277,20,-0.00109723,10.472164630889893,0.133293,17.1218,0.0,64.21342897415161,34100.0,10.409570217132568
2.83981,1.00143,12873.2862937,0.785204627753,15050.0,-0.0384202,0.046543,20,-0.0223251,10.806381464004517,0.108187,17.1125,0.0,75.02691650390625,31800.0,10.756481409072876
