MinReturn,MaxReturn,TotalExecTime,MeanKL,Entropy,AveragePolicyStd,AverageReturn,Time,MaxKL,StdReturn,LossAfter,Perplexity,ItrTime,NumTrajs,LossBefore,ExplainedVariance
0.0,9400.0,13.217367887496948,0.584161,2.56857,0.87453,3020.0,13.375252485275269,1.13002,2114.37934156,-0.0940613,13.0471,13.375258684158325,20,-0.00174917,0.19082886316
18500.0,21300.0,10.96039342880249,0.0350193,2.56682,0.873452,20300.0,24.540334939956665,0.127701,666.333249958,-0.0173874,13.0243,11.146645307540894,20,-0.0059532,0.980347876718
16500.0,21500.0,11.77784776687622,0.0250975,2.56384,0.872156,20140.0,36.35805678367615,0.166025,1177.45488236,-0.041541,12.9856,11.80984878540039,20,-0.027047,0.957199123067
19900.0,21500.0,12.299134254455566,0.0191393,2.55032,0.866297,20665.0,48.72281861305237,0.0699259,491.19751628,-0.0099514,12.8112,12.354442834854126,20,-0.000974149,0.986671691453
18900.0,21500.0,11.515581607818604,0.0613919,2.54983,0.865961,20480.0,60.29439854621887,0.232824,801.623352953,-0.0346728,12.805,11.558545351028442,20,-0.012061,0.97535813812
20500.0,21800.0,11.231687545776367,0.0201757,2.5438,0.863342,20875.0,71.59278607368469,0.070641,328.443297998,-0.048356,12.728,11.292089700698853,20,-0.0377588,0.989769505122
19900.0,21400.0,11.18946623802185,0.0145188,2.52492,0.855204,20960.0,82.87781500816345,0.0705183,415.210789841,-0.0301892,12.4899,11.275014400482178,20,-0.0227772,0.988993029728
