MeanKL,Time,ExplainedVariance,MaxKL,NumTrajs,StdReturn,MaxReturn,AveragePolicyStd,Entropy,AverageReturn,Perplexity,MinReturn,LossAfter,TotalExecTime,LossBefore,ItrTime
0.0306642,6.73079776763916,0.410460569118,0.110125,20,205.60885195,700.0,0.929406,2.68973,215.0,14.7277,0.0,-0.0183583,6.656327486038208,-0.00403838,6.73080039024353
0.0479223,14.850965023040771,0.379018220765,0.123463,20,509.190534083,2600.0,0.927011,2.68569,635.0,14.6683,100.0,0.00598743,8.029052257537842,0.0262444,8.117299556732178
0.111524,22.263482570648193,0.261601190593,0.186073,20,2557.16640053,10100.0,0.933161,2.69881,5130.0,14.8621,800.0,-0.0288349,7.338842868804932,0.0154226,7.409851312637329
0.00505912,28.581095695495605,0.74741647561,0.0141597,20,2936.23483393,20300.0,0.936834,2.70653,16255.0,14.9771,7900.0,-0.0387428,6.271540641784668,-0.0345654,6.311906099319458
0.0338097,37.58531045913696,0.819221422242,0.0737195,20,2137.03065022,19400.0,0.928663,2.68924,16590.0,14.7205,11200.0,0.00119475,8.925287008285522,0.0133506,8.99747347831726
0.195532,44.26250886917114,0.585164805085,0.379377,20,3795.40511672,19400.0,0.931699,2.69592,13070.0,14.8191,4500.0,-0.0974186,6.6077845096588135,-0.035478,6.661084413528442
0.118938,50.67098379135132,0.291407810021,0.220974,20,2216.27502806,11800.0,0.923391,2.67818,5475.0,14.5586,2300.0,-0.0535887,6.3125903606414795,-0.0102941,6.395353078842163
