0ProcessExecTime,LossAfter,0ExplainedVariance,1AveragePolicyStd,1StdReturn,1Entropy,1EnvExecTime,0MaxReturn,0NumTrajs,0StdReturn,MeanKL,0Entropy,Time,1ExplainedVariance,1NumTrajs,1Perplexity,dLoss,MeanKLBefore,1AverageReturn,0MinReturn,0Perplexity,0AveragePolicyStd,1PolicyExecTime,ItrTime,1MinReturn,ComputeUpdatedDistTime,0EnvExecTime,LossBefore,0PolicyExecTime,1ProcessExecTime,1MaxReturn,0AverageReturn
0.8022348880767822,-0.00550083629787,0.100291707954,0.999509,682.055390387,2.83687,20.688498973846436,2700.0,1200,414.512757812,0.00687761604786,2.83788,95.91015100479126,0.212994327508,1200,17.0622,0.00550083565759,-2.98314173364e-09,300.666666667,0.0,17.0795,1.0,26.955766201019287,95.91015625,0.0,0.6989102363586426,22.737902402877808,-6.40284270048e-10,19.214974403381348,0.7054905891418457,2900.0,120.916666667
0.8058433532714844,-0.00740619050339,0.125487128453,0.998125,542.613633772,2.83407,21.600886344909668,2700.0,1200,398.187482015,0.00646650139242,2.82816,194.53896713256836,0.15225688003,1200,17.0145,0.00740618968848,-9.43689570931e-16,207.333333333,0.0,16.9143,0.995152,27.71664047241211,96.80069088935852,0.0,0.07482147216796875,22.96114730834961,-8.14907252789e-10,19.291579484939575,0.7383852005004883,2800.0,110.25
0.8184254169464111,-0.00545865250751,0.113505488815,0.994246,606.169576567,2.82632,21.85286521911621,2700.0,1200,420.35017644,0.00680764578283,2.83452,294.20104122161865,0.185562429506,1200,16.8833,0.005458652995,-1.16415477258e-09,258.666666667,0.0,17.0223,0.998324,27.990453481674194,97.91762661933899,0.0,0.08153176307678223,23.253276586532593,4.8748916015e-10,19.717902660369873,0.7491509914398193,2900.0,123.75
0.8276443481445312,-0.00655422359705,0.107284428483,0.991452,650.435217545,2.82068,19.732609272003174,2800.0,1200,434.069758859,0.00622406927869,2.82805,389.3231246471405,0.183398402727,1200,16.7883,0.00655422336422,9.31322186037e-10,269.166666667,0.0,16.9125,0.995101,25.80671453475952,92.95253086090088,0.0,0.07804608345031738,23.09740376472473,-2.32830643654e-10,19.462096214294434,0.6765232086181641,2800.0,133.666666667
0.690772294998169,-0.00667731836438,0.0774984145961,0.995753,619.210468392,2.82935,17.453500747680664,2400.0,1200,365.09526915,0.00684775877744,2.83539,470.8856828212738,0.166362560447,1200,16.9345,0.00667731533758,3.20141885224e-10,259.75,0.0,17.037,0.998758,23.666064500808716,79.5563440322876,0.0,0.08051466941833496,18.856555938720703,-3.0267983675e-09,14.98185920715332,0.6137244701385498,2900.0,102.333333333
0.6964707374572754,-0.00527267064899,0.0971568124618,0.984301,742.381752649,2.80582,17.891204357147217,2600.0,1200,438.46243346,0.00693015940487,2.80603,553.4033710956573,0.264798068344,1200,16.5406,0.00527266963036,-8.14906642166e-10,344.0,0.0,16.5441,0.984382,23.97387385368347,80.69390988349915,0.0,0.08395576477050781,19.033740758895874,-1.01863406599e-09,15.146839380264282,0.6246011257171631,2900.0,134.166666667
0.7203869819641113,-0.00672660022974,0.121428970079,0.985287,739.05502727,2.80761,17.882349967956543,2900.0,1200,429.214754587,0.00664127198979,2.80998,636.988440990448,0.240606085554,1200,16.5702,0.00672659900738,-3.14321568773e-09,359.0,0.0,16.6095,0.986439,23.554109573364258,81.43550515174866,0.0,0.07846546173095703,19.65941596031189,-1.22236087918e-09,15.466240882873535,0.6293578147888184,2800.0,136.166666667
0.6569046974182129,1.29512045532e-09,0.111196861156,0.98548,635.626194962,2.80819,18.131427764892578,2800.0,1200,420.493881248,-5.00585350949e-09,2.80975,718.7062509059906,0.190180171081,1200,16.5799,1.16415321827e-09,-2.67755573269e-09,282.083333333,0.0,16.6058,0.986306,23.615370273590088,79.81921195983887,0.0,0.07678103446960449,17.884101390838623,2.45927367359e-09,15.165091276168823,0.6416699886322021,2700.0,131.25
0.6597838401794434,-0.00676783919334,0.0833838970765,0.986999,719.115119821,2.81103,18.208547592163086,2800.0,1200,439.357477523,0.00861717853695,2.80975,800.360004901886,0.234157388625,1200,16.627,0.00676783738891,6.98494151408e-10,339.666666667,0.0,16.6058,0.986306,23.98304057121277,80.04579710960388,0.0,0.07856965065002441,17.837647438049316,-1.80443748832e-09,15.363709926605225,0.6430988311767578,2800.0,140.083333333
0.653057336807251,-0.00786118209362,0.123315417319,0.976277,676.40715467,2.78955,17.60280418395996,2700.0,1200,457.224226234,0.00726851727813,2.79962,880.4932901859283,0.200368465822,1200,16.2736,0.00786117922689,2.44472397881e-09,295.166666667,0.0,16.4384,0.981191,23.118960857391357,78.18741703033447,0.0,0.07792019844055176,17.602295875549316,-2.86672729999e-09,15.209557294845581,0.6233742237091064,2800.0,155.416666667
0.6608831882476807,-0.00736001692712,0.0913008759349,0.973449,732.710929054,2.78401,18.04501962661743,2600.0,1200,447.339162592,0.00815793313086,2.78528,962.0514805316925,0.195113655584,1200,16.1838,0.00736001621044,-2.32830910107e-09,348.833333333,0.0,16.2043,0.974064,22.64647340774536,79.52721452713013,0.0,0.4261903762817383,17.452199459075928,-7.16681824997e-10,16.221569061279297,0.6370439529418945,3000.0,145.416666667
