AverageReturn,LossBefore,Entropy,LossAfter,MaxKL,TotalExecTime,Perplexity,ExplainedVariance,AveragePolicyStd,ItrTime,Time,MeanKL,NumTrajs,MinReturn,MaxReturn,StdReturn
15.0,0.00715185,2.849,0.00195987,0.115329,15.124984979629517,17.2706,0.0518460160908,1.00568,15.273189544677734,15.273183822631836,0.00342006,20,0.0,300.0,65.3834841531
20.0,0.00539175,2.85615,0.944662,570.067,16.093281507492065,17.3945,0.0762820727194,1.00918,16.33860754966736,31.61825966835022,4.56651,20,0.0,400.0,87.1779788708
105.0,0.00284133,2.85885,0.00217854,0.000701035,15.754194736480713,17.4415,0.300311136984,1.01056,15.895080089569092,47.54363417625427,0.000120345,20,0.0,2100.0,457.684389072
30.0,0.0123154,2.86027,0.011184,0.31082,16.7141752243042,17.4663,0.134026693896,1.01131,16.9308660030365,64.48227071762085,0.0044297,20,0.0,600.0,130.766968306
90.0,-1.81794e-06,2.86643,-0.000424951,2.05619,15.188377857208252,17.5741,0.244717012748,1.01441,15.381917476654053,79.89206027984619,0.0238883,20,0.0,1000.0,248.797106092
50.0,-0.027001,2.86643,-0.106509,99.4082,16.752703189849854,17.5741,0.285337114895,1.01446,16.893346309661865,96.80923676490784,0.661397,20,0.0,500.0,128.452325787
70.0,0.00153333,2.85293,0.000800695,0.000934195,16.7246253490448,17.3385,0.144140616259,1.00761,16.903042793273926,113.74658703804016,0.000166526,20,0.0,1400.0,305.122926048
