MaxKL,TotalExecTime,NumTrajs,MinReturn,Perplexity,ExplainedVariance,MaxReturn,LossAfter,ItrTime,LossBefore,AveragePolicyStd,Time,Entropy,MeanKL,AverageReturn,StdReturn
1.42931,5.991835832595825,40,0.0,5.67789,0.274345580982,800.0,-0.0216941,6.079514026641846,0.0592986,0.58088,6.0795087814331055,1.73658,0.46233,225.0,175.712833908
1.63383,5.886528730392456,40,1000.0,6.02476,0.632473097409,5500.0,-0.148951,5.97918963432312,-0.0163733,0.599713,12.06252121925354,1.79588,0.470516,3272.5,892.184818297
0.943788,6.2053680419921875,40,6100.0,5.97564,0.966928829779,7600.0,-0.123073,6.2814037799835205,-0.06563,0.597892,18.346837282180786,1.78769,0.284338,6807.5,398.363841231
0.451575,6.001354217529297,40,6600.0,5.78273,0.982740934286,8100.0,-0.103469,6.083658456802368,-0.0601544,0.588,24.436054706573486,1.75488,0.200474,7372.5,327.098991133
0.970194,6.092904090881348,40,6300.0,5.61139,0.974829540293,8000.0,-0.118446,6.1367669105529785,-0.0505427,0.578614,30.582733869552612,1.7248,0.307274,7205.0,402.461178252
0.366941,6.271777868270874,40,6700.0,5.47136,0.98344801412,8200.0,-0.0898045,6.3181471824646,-0.0448877,0.570976,36.90964150428772,1.69953,0.21773,7450.0,365.376518129
0.281173,6.200064182281494,40,7000.0,5.34993,0.989801592199,8300.0,-0.0274546,6.249039888381958,-0.00870637,0.564489,43.1680223941803,1.67708,0.0336295,7642.5,287.130196949
