LossAfter,MeanKL,ExplainedVariance,MinReturn,ItrTime,LossBefore,StdReturn,NumTrajs,Time,TotalExecTime,MaxKL,MaxReturn,Entropy,AverageReturn,Perplexity,AveragePolicyStd
-0.0,0.0,1,0.0,10.85049557685852,-0.0,0.0,20,10.85049057006836,10.746937036514282,0.0,0.0,2.7007,0.0,14.8902,0.935103
-0.0,0.0,1,0.0,10.719834804534912,-0.0,0.0,20,21.580110788345337,10.654564142227173,0.0,0.0,2.7007,0.0,14.8902,0.935103
-0.0,0.0,1,0.0,10.744103908538818,-0.0,0.0,20,32.33121967315674,10.692983388900757,0.0,0.0,2.7007,0.0,14.8902,0.935103
-0.0,0.0,1,0.0,10.913025617599487,-0.0,0.0,20,43.24779510498047,10.871363639831543,0.0,0.0,2.7007,0.0,14.8902,0.935103
-0.0,0.0,1,0.0,10.58361530303955,-0.0,0.0,20,53.83805513381958,10.524939775466919,0.0,0.0,2.7007,0.0,14.8902,0.935103
-0.0,0.0,1,0.0,10.719834089279175,-0.0,0.0,20,64.57183623313904,10.65142560005188,0.0,0.0,2.7007,0.0,14.8902,0.935103
-0.0,0.0,1,0.0,10.599077701568604,-0.0,0.0,20,75.18081641197205,10.510488986968994,0.0,0.0,2.7007,0.0,14.8902,0.935103
