AverageReturn,Perplexity,MeanKL,MaxReturn,TotalExecTime,NumTrajs,MinReturn,Time,ExplainedVariance,StdReturn,LossBefore,LossAfter,Entropy,MaxKL,ItrTime,AveragePolicyStd
0.0,11.639,0.0,0.0,10.814837455749512,20,0.0,10.881659507751465,1,0.0,-0.0,-0.0,2.45436,0.0,10.88166618347168,0.827472
0.0,11.639,0.0,0.0,10.227866888046265,20,0.0,21.195889234542847,1,0.0,-0.0,-0.0,2.45436,0.0,10.31040096282959,0.827472
0.0,11.639,0.0,0.0,10.7240629196167,20,0.0,31.99058771133423,1,0.0,-0.0,-0.0,2.45436,0.0,10.791396379470825,0.827472
0.0,11.639,0.0,0.0,10.363753080368042,20,0.0,42.41412377357483,1,0.0,-0.0,-0.0,2.45436,0.0,10.411112308502197,0.827472
0.0,11.639,0.0,0.0,10.585712671279907,20,0.0,53.047919511795044,1,0.0,-0.0,-0.0,2.45436,0.0,10.630028009414673,0.827472
0.0,11.639,0.0,0.0,10.668606996536255,20,0.0,63.76580214500427,1,0.0,-0.0,-0.0,2.45436,0.0,10.71143651008606,0.827472
0.0,11.639,0.0,0.0,10.676830053329468,20,0.0,74.51287913322449,1,0.0,-0.0,-0.0,2.45436,0.0,10.742222785949707,0.827472
