AveragePolicyStd,ExplainedVariance,Entropy,Time,AverageReturn,LossAfter,LossBefore,MinReturn,MeanKL,StdReturn,Perplexity,MaxReturn,ItrTime,MaxKL,NumTrajs,TotalExecTime
0.947542,0.656650577856,2.72206,5.035881757736206,225.0,0.0107309,0.0232979,0.0,0.0352008,140.978721799,15.2117,400.0,5.035881280899048,0.471667,20,4.976853370666504
0.958066,0.913261866839,2.74536,9.782755136489868,390.0,-0.0470515,-0.0268744,300.0,0.0591638,76.8114574787,15.5702,600.0,4.743713617324829,0.443728,20,4.673267126083374
0.95175,0.941329825269,2.73192,14.381426572799683,465.0,0.0138214,0.0166339,400.0,0.00363915,47.6969600708,15.3624,500.0,4.592046737670898,0.0307024,20,4.553464412689209
0.955517,0.923153570338,2.74024,19.071126699447632,505.0,-0.030468,-0.0122313,400.0,0.0185553,86.458082329,15.4907,700.0,4.683009624481201,0.326609,20,4.639728784561157
0.953165,0.92318874637,2.73412,23.846558094024658,585.0,0.0138911,0.0191976,500.0,0.00503145,72.6291952317,15.3962,700.0,4.762942314147949,0.0506796,20,4.727960586547852
0.957676,0.929158150771,2.74372,28.562402963638306,670.0,-0.00780429,-0.00514597,500.0,0.00311603,71.4142842854,15.5447,800.0,4.703982591629028,0.0254788,20,4.673506021499634
0.956769,0.928046346202,2.74115,33.371522188186646,600.0,-0.00362123,0.00779352,500.0,0.0158735,70.7106781187,15.5048,700.0,4.804049015045166,0.129111,20,4.7537994384765625
