AveragePolicyStd,ItrTime,TotalExecTime,Entropy,Perplexity,MinReturn,MaxKL,MeanKL,LossAfter,Time,NumTrajs,LossBefore,AverageReturn,StdReturn,ExplainedVariance,MaxReturn
0.92455,12.098180532455444,12.015078783035278,2.67957,14.5788,0.0,1.13106,0.0723717,-0.0183613,12.098175287246704,20,0.00177274,420.0,869.252552484,0.281226499838,3200.0
0.925278,11.89053225517273,11.783981561660767,2.68134,14.6046,0.0,0.32407,0.0534025,-0.0162386,23.99422860145569,20,0.00429456,7610.0,6993.56132453,0.580120057079,19600.0
0.926277,12.391714572906494,12.290046691894531,2.68349,14.636,0.0,0.114156,0.0161441,-0.0207847,36.389897108078,20,-0.0106957,10370.0,13026.3233493,0.857648590112,31700.0
0.92383,11.95702838897705,11.90314269065857,2.67814,14.558,0.0,0.243152,0.0406057,-0.0146426,48.35226106643677,20,-0.000369295,26365.0,15425.0534845,0.867520404071,40100.0
0.92382,11.964039325714111,11.883807897567749,2.67795,14.5553,23600.0,0.954421,0.226825,-0.0724523,60.32008671760559,20,-0.011944,29855.0,3415.62219808,0.662877691673,35900.0
0.92117,12.830781698226929,12.755797624588013,2.67198,14.4686,0.0,0.572401,0.144033,-0.0317761,73.15778613090515,20,0.0036249,23515.0,7032.79994028,0.654624310766,36000.0
0.921952,12.24050235748291,12.18851113319397,2.67379,14.4949,33300.0,0.517153,0.161903,-0.0437679,85.40823030471802,20,-0.00219123,38135.0,2393.79928148,0.891255635341,41500.0
