StdReturn,MinReturn,MaxReturn,Time,MeanKL,TotalExecTime,LossBefore,AveragePolicyStd,ExplainedVariance,LossAfter,Entropy,NumTrajs,AverageReturn,Perplexity,MaxKL,ItrTime
14189.0547606,0.0,44200.0,24.215812921524048,0.18372,23.928900480270386,0.00898764,0.956152,0.604246630171,-0.0271883,2.7481,20,18415.0,15.613,0.738005,24.215821504592896
11760.0595237,0.0,36200.0,52.403202056884766,0.026943,27.92985987663269,-0.0133574,0.960533,0.660786425889,-0.0233988,2.75709,20,12200.0,15.7539,0.148328,28.18264865875244
17698.7930379,0.0,42100.0,79.70704579353333,0.0312718,27.00763726234436,-0.0042796,0.957334,0.841972517289,-0.0151414,2.75041,20,23635.0,15.6491,0.0982259,27.2996027469635
19626.1560169,0.0,44200.0,110.23528099060059,0.042705,30.258856534957886,-0.0133652,0.956302,0.853360382682,-0.025802,2.74827,20,23800.0,15.6156,0.268177,30.500957489013672
21707.5816249,0.0,49100.0,139.2691285610199,0.0127592,28.733891010284424,-0.0119129,0.953141,0.870693704986,-0.0169694,2.74159,20,21570.0,15.5116,0.0469086,29.002102613449097
20597.4482643,0.0,46800.0,165.72775220870972,0.0237868,26.17098617553711,-0.0153953,0.950279,0.863330495368,-0.0265912,2.73563,20,22525.0,15.4195,0.277567,26.428317546844482
16261.669656,0.0,48000.0,195.20407056808472,0.0695234,29.070297718048096,-0.00111233,0.946602,0.837277724603,-0.0244939,2.72794,20,30690.0,15.3013,0.297404,29.431416034698486
