Entropy,LossBefore,AverageReturn,NumTrajs,Time,AveragePolicyStd,ItrTime,MaxReturn,ExplainedVariance,Perplexity,TotalExecTime,MeanKL,MinReturn,MaxKL,LossAfter,StdReturn
2.7007,-0.0,0.0,20,9.610714435577393,0.935103,9.610718488693237,0.0,1,14.8902,9.49263620376587,0.0,0.0,0.0,-0.0,0.0
2.7007,-0.0,0.0,20,19.121138095855713,0.935103,9.507810831069946,0.0,1,14.8902,9.420819282531738,0.0,0.0,0.0,-0.0,0.0
2.7007,-0.0,0.0,20,28.70611810684204,0.935103,9.572508573532104,0.0,1,14.8902,9.521004438400269,0.0,0.0,0.0,-0.0,0.0
2.7007,-0.0,0.0,20,38.39437818527222,0.935103,9.684335947036743,0.0,1,14.8902,9.64539885520935,0.0,0.0,0.0,-0.0,0.0
2.7007,-0.0,0.0,20,48.289061546325684,0.935103,9.889405012130737,0.0,1,14.8902,9.819799900054932,0.0,0.0,0.0,-0.0,0.0
2.7007,-0.0,0.0,20,57.77112078666687,0.935103,9.466472148895264,0.0,1,14.8902,9.413771390914917,0.0,0.0,0.0,-0.0,0.0
2.7007,-0.0,0.0,20,67.44882845878601,0.935103,9.657830953598022,0.0,1,14.8902,9.590696811676025,0.0,0.0,0.0,-0.0,0.0
