MaxReturn,ItrTime,NumTrajs,LossAfter,AverageReturn,LossBefore,MinReturn,TotalExecTime,Perplexity,AveragePolicyStd,StdReturn,Entropy,MaxKL,Time,MeanKL,ExplainedVariance
21100.0,26.22867727279663,20,-0.156419,11710.0,-0.00125399,8100.0,26.001047611236572,12.9461,0.870797,3813.64654891,2.5608,3.51041,26.22867226600647,1.79572,0.306523007263
50400.0,24.576530933380127,20,-0.0622742,47465.0,-0.024337,41400.0,24.356619358062744,12.9299,0.870307,2391.08239088,2.55954,0.795091,50.81505489349365,0.253294,0.915456701889
51100.0,24.28912091255188,20,-0.027401,50770.0,-0.00402668,49700.0,24.245527267456055,12.7735,0.86502,322.645316098,2.54737,0.533808,75.12103748321533,0.124902,0.975383841182
51400.0,25.014813661575317,20,0.00181575,50885.0,0.00368788,49800.0,24.957338571548462,12.7478,0.864102,353.942085658,2.54536,0.013478,100.14352178573608,0.00847027,0.978666587949
52300.0,24.4487783908844,20,-0.015282,50910.0,-0.0110874,49400.0,24.30052399635315,12.7714,0.864919,731.368580129,2.54721,0.0726184,124.60564422607422,0.0188892,0.971312747929
52800.0,25.54734492301941,20,-0.0169169,50940.0,-0.0106727,50000.0,25.40728497505188,12.7008,0.862534,709.506871003,2.54166,0.138278,150.1579110622406,0.0263441,0.973866731095
52300.0,23.958861351013184,20,-0.0246597,50855.0,-0.0208495,50000.0,23.89524745941162,12.6332,0.860254,568.748626372,2.53633,0.0376392,174.12046766281128,0.00228131,0.975191079261
