NumTrajs,MaxReturn,LossBefore,StdReturn,LossAfter,AverageReturn,MinReturn,MeanKL,AveragePolicyStd,ItrTime,ExplainedVariance,Time,MaxKL,Entropy,TotalExecTime,Perplexity
40,1600.0,0.0251962,370.396746746,-0.146407,567.5,0.0,1.27968,0.805297,4.851927280426025,0.213283789381,4.851921796798706,8.17968,2.40341,4.7688889503479,11.0609
40,6500.0,-0.0430969,1018.3196944,-0.0657333,4745.0,3200.0,0.0475013,0.81529,4.69649076461792,0.801185833567,9.551572561264038,1.74656,2.42861,4.62468695640564,11.3431
40,6600.0,-0.0526041,940.093080498,-0.0692326,5235.0,2800.0,0.0249412,0.80648,4.629693508148193,0.829295773209,14.191703796386719,0.707325,2.40706,4.592906951904297,11.1013
40,7300.0,-0.107741,958.485132905,-0.138514,5507.5,2700.0,0.0422784,0.795973,6.080955743789673,0.849732977543,20.289860486984253,0.534921,2.38076,6.025441646575928,10.8131
40,8000.0,-0.0478028,685.633830846,-0.0673861,6287.5,4800.0,0.0483667,0.774763,4.584341287612915,0.911896953311,24.8912296295166,4.24239,2.32689,4.543420314788818,10.246
40,7600.0,-0.0534706,1445.99446749,-0.0892876,5860.0,300.0,0.115222,0.765444,4.6234588623046875,0.836605151295,29.52041792869568,1.2533,2.30299,4.585071086883545,10.004
40,7800.0,-0.0542766,605.139446739,-0.103231,6407.5,4900.0,0.212379,0.755239,4.656965494155884,0.925158556423,34.18651747703552,1.88642,2.27625,4.611868619918823,9.74009
