StdReturn,MinReturn,ExplainedVariance,LossAfter,Perplexity,MaxReturn,AverageReturn,Entropy,AveragePolicyStd,Time,MeanKL,LossBefore,ItrTime,NumTrajs,MaxKL,TotalExecTime
392.428337407,0.0,0.134712045395,-0.0077937,15.3903,1800.0,100.0,2.73374,0.949513,12.276501178741455,0.079518,0.00373981,12.276509284973145,20,0.850763,12.127687215805054
499.474724085,0.0,0.0742878033701,0.00446102,15.448,2100.0,205.0,2.73748,0.951375,24.12207794189453,0.106114,0.0297851,11.833832025527954,20,0.832762,11.765619993209839
2178.41111822,0.0,0.366333000453,0.00364884,15.6798,8900.0,1755.0,2.75237,0.958496,35.92526173591614,0.0288938,0.0135685,11.794849872589111,20,0.132928,11.758734703063965
4746.31172596,0.0,0.339303655706,-0.0226433,15.7865,17500.0,5155.0,2.75916,0.961784,47.922938108444214,0.0543726,-0.00426347,11.992187976837158,20,0.16074,11.89745044708252
4709.97611459,0.0,0.49958872609,0.000546201,15.7529,16000.0,8675.0,2.75702,0.96081,59.15676689147949,0.0175198,0.0118588,11.224601745605469,20,0.124424,11.177186965942383
4531.95322129,0.0,0.4214123856,-0.0356874,15.8466,19000.0,8120.0,2.76295,0.963666,70.77471852302551,0.0120111,-0.0281403,11.613643646240234,20,0.0606525,11.56097960472107
3510.02492869,6200.0,0.497945160076,-0.0229822,15.6252,19800.0,10435.0,2.74888,0.956947,82.79618239402771,0.00632469,-0.0151029,12.012850284576416,20,0.0355444,11.875463724136353
