Perplexity,NumTrajs,ExplainedVariance,MeanKL,MaxKL,LossAfter,MinReturn,LossBefore,Time,MaxReturn,TotalExecTime,Entropy,ItrTime,StdReturn,AverageReturn,AveragePolicyStd
4.72301,200,1,0.0,0.0,-0.0,0.0,-0.0,8.975038766860962,0.0,8.892223119735718,1.55245,8.97504472732544,0.0,0.0,0.530704
4.72301,200,1,0.0,0.0,-0.0,0.0,-0.0,18.29160237312317,0.0,9.239540338516235,1.55245,9.310734987258911,0.0,0.0,0.530704
4.72301,200,0.174902824542,1.21879,2.48678,-0.0471099,0.0,0.0183923,27.4357590675354,1200.0,9.090273380279541,1.55245,9.136903762817383,119.398492453,12.0,0.530704
4.76665,200,0.890498225463,4.0388,8.17373,-0.222305,1500.0,-0.0106355,36.83890151977539,2700.0,9.350306510925293,1.56164,9.399045467376709,280.46345573,2190.5,0.533162
4.74137,200,0.995301650499,0.522418,1.88179,-0.0243213,2400.0,-0.00700962,45.72373628616333,3000.0,8.817346572875977,1.55633,8.88009238243103,115.194400906,2680.5,0.531421
4.72478,200,0.995104105028,0.671824,1.75923,-0.0294134,2400.0,-0.00389247,54.63988757133484,2900.0,8.867100477218628,1.55282,8.908920526504517,108.050913925,2675.0,0.530547
4.71559,200,0.995744629026,0.449397,1.57224,-0.0131645,2400.0,0.0054527,63.67098808288574,3000.0,8.964025497436523,1.55087,9.025731563568115,103.300532428,2673.0,0.530167
