MeanKL,MinReturn,LossAfter,NumTrajs,MaxKL,AveragePolicyStd,ExplainedVariance,StdReturn,MaxReturn,Entropy,ItrTime,AverageReturn,TotalExecTime,LossBefore,Time,Perplexity
0.0446393,0.0,-0.0161095,20,0.424706,0.956152,0.139027682588,90.9670269933,300.0,2.7481,18.44607949256897,35.0,18.311488151550293,-0.00623642,18.446074962615967,15.613
0.0219866,0.0,-0.0246767,20,0.1371,0.953217,0.595110548293,168.819430161,400.0,2.74187,18.41010046005249,250.0,18.30440092086792,-0.0167074,36.861982345581055,15.5159
0.0416604,200.0,0.00931139,20,0.440254,0.949218,0.446400516102,395.569210126,1800.0,2.73351,18.58679723739624,505.0,18.436185598373413,0.0197324,55.45303916931152,15.3868
0.0390927,0.0,-0.0156189,20,0.398612,0.95392,0.307962193132,647.205531497,2700.0,2.74338,18.019340991973877,675.0,17.957414150238037,-0.00520529,73.47949171066284,15.5394
0.496899,0.0,0.0256341,20,2.90805,0.952725,0.537230579672,9142.57075444,28300.0,2.74078,17.696151733398438,9320.0,17.619054317474365,0.00852178,91.18651938438416,15.499
0.0155833,0.0,0.00274599,20,0.100756,0.954729,0.398724456555,20393.4370571,50500.0,2.74504,18.443196535110474,17085.0,18.28033995628357,0.00837806,109.63313436508179,15.5652
0.00758681,0.0,0.000599756,20,0.0964439,0.956743,0.462161890834,19578.1791799,49000.0,2.74923,21.09240436553955,17970.0,20.89626693725586,0.00420915,130.7317225933075,15.6305
