MaxReturn,LossBefore,NumTrajs,TotalExecTime,Time,MinReturn,AverageReturn,LossAfter,StdReturn,Entropy,MaxKL,AveragePolicyStd,ItrTime,ExplainedVariance,MeanKL,Perplexity
0.0,-0.0,20,7.941616058349609,8.00304913520813,0.0,0.0,-0.0,0.0,2.84233,0.0,1.00326,8.003055810928345,1,0.0,17.1557
0.0,-0.0,20,7.95052695274353,16.060588598251343,0.0,0.0,-0.0,0.0,2.84233,0.0,1.00326,8.053638458251953,1,0.0,17.1557
100.0,0.00672216,20,7.888647079467773,23.985814571380615,0.0,5.0,0.000975698,21.7944947177,2.84233,0.0657394,1.00326,7.921473026275635,0.0239468099412,0.0182242,17.1557
1300.0,0.0123824,20,7.867110967636108,31.934232711791992,0.0,115.0,0.000968747,313.488436788,2.84569,0.240284,1.00479,7.944127559661865,0.0291929477642,0.0488129,17.2135
3600.0,0.0059674,20,8.079493522644043,40.054028034210205,0.0,1725.0,-0.025135,913.714944608,2.85188,0.407916,1.00795,8.1157546043396,0.170395472006,0.157428,17.3204
22200.0,-0.0079446,20,7.994334936141968,48.08972764015198,4800.0,15010.0,-0.0332144,3980.18843775,2.85487,0.566896,1.00944,8.030322313308716,0.447407673683,0.179098,17.3721
25900.0,-0.0105052,20,7.91175389289856,56.06856298446655,3300.0,14145.0,-0.0258156,5775.16017094,2.85089,0.39949,1.00749,7.97456693649292,0.43106217171,0.14528,17.3032
