NumTrajs,MaxReturn,ItrTime,TotalExecTime,StdReturn,ExplainedVariance,AverageReturn,Entropy,Time,LossAfter,MinReturn,MaxKL,LossBefore,Perplexity,AveragePolicyStd,MeanKL
20,200.0,12.088316679000854,11.967160940170288,43.5889894354,0.18374507873,10.0,2.73374,12.088310241699219,0.0366866,0.0,6.85733,0.001291,15.3903,0.949513,0.103611
20,600.0,11.861911058425903,11.656072854995728,151.244834623,0.294757533314,125.0,2.73503,23.958057641983032,-0.0304861,0.0,0.581951,-0.00696578,15.4102,0.950053,0.0549794
20,2300.0,11.8873872756958,11.761401176452637,703.13583325,0.215497218887,560.0,2.73155,35.84989047050476,-0.00859602,0.0,0.150193,0.00217893,15.3566,0.948401,0.0185755
20,4200.0,11.456367015838623,11.356549501419067,1295.32814375,0.309322016443,1575.0,2.73264,47.321000814437866,-0.016385,200.0,0.333154,0.00447709,15.3734,0.949049,0.058776
20,10100.0,11.83604621887207,11.791557312011719,2015.50862067,0.192392693152,2335.0,2.73487,59.18268847465515,-0.0219757,300.0,0.213642,-0.0156311,15.4078,0.950243,0.030189
20,9600.0,12.664842128753662,12.52460241317749,2082.13232048,0.358299771651,2265.0,2.72706,71.85007166862488,-0.00612789,0.0,0.726062,0.00593965,15.2879,0.946454,0.100711
20,5300.0,11.987518310546875,11.858614206314087,1163.22826651,0.469738935504,2130.0,2.73003,83.8436849117279,0.00891877,200.0,0.0917339,0.0138078,15.3333,0.948003,0.00895998
