AverageReturn,NumTrajs,ExplainedVariance,MaxKL,Entropy,LossAfter,StdReturn,AveragePolicyStd,ItrTime,MeanKL,Time,LossBefore,MinReturn,TotalExecTime,MaxReturn,Perplexity
1055.0,20,0.276818982603,0.974783,2.7481,-0.0424517,1529.86110481,0.956152,23.539737224578857,0.210892,23.539730072021484,0.00120422,0.0,23.398934841156006,5000.0,15.613
9595.0,20,0.66752961121,0.0185658,2.74931,-0.00377859,13848.9521264,0.956841,23.016396522521973,0.00280347,46.564878702163696,-0.00189607,0.0,22.84598398208618,38200.0,15.6318
8890.0,20,0.631344290386,0.019742,2.74836,-0.00481984,13492.6609681,0.956328,23.353920459747314,0.00346876,69.92583966255188,-0.00304673,0.0,23.236525058746338,36300.0,15.617
6290.0,20,0.740356679457,0.132548,2.74684,-0.00975888,11876.56937,0.955611,22.967847108840942,0.0130587,92.90379071235657,-0.00300766,0.0,22.86772918701172,38800.0,15.5932
9335.0,20,0.735960739005,0.0942189,2.74533,-0.00913061,11562.9267489,0.954875,24.322603940963745,0.0189628,117.2412621974945,-0.0052452,0.0,24.20476198196411,32500.0,15.5698
12695.0,20,0.762610263144,0.223832,2.74271,-0.0159853,15308.5425498,0.953633,22.6624276638031,0.0345819,139.9266676902771,-0.00126649,0.0,22.404993534088135,39000.0,15.529
12030.0,20,0.629550971124,0.127952,2.74208,-0.0144351,13879.8811234,0.95328,23.67609214782715,0.0243749,163.61436533927917,-0.00472254,0.0,23.528592348098755,36400.0,15.5192
