LossBefore,MinReturn,LossAfter,ItrTime,NumTrajs,AverageReturn,MaxKL,StdReturn,Entropy,Perplexity,TotalExecTime,AveragePolicyStd,MaxReturn,MeanKL,ExplainedVariance,Time
0.017877,0.0,-0.156758,4.605166435241699,40,385.0,3.71488,253.525146682,1.73658,5.67789,4.5355470180511475,0.58088,900.0,1.62706,0.240339257558,4.6051623821258545
-0.0459557,5000.0,-0.148438,5.085141897201538,40,6462.5,1.68986,669.958021073,1.75446,5.7803,5.037359714508057,0.585963,7700.0,0.3836,0.939287453985,9.697003841400146
-0.0682187,6400.0,-0.0958461,5.139033555984497,40,7335.0,0.218294,369.154439226,1.73148,5.649,5.093856334686279,0.579012,8000.0,0.070985,0.980214091354,14.840757608413696
-0.0497488,6900.0,-0.0643346,5.358633041381836,40,7717.5,0.197054,303.222278205,1.69737,5.45956,5.3137147426605225,0.569045,8300.0,0.0175813,0.990125348669,20.20639181137085
-0.0235687,7100.0,-0.0516666,5.316664218902588,40,7760.0,0.76072,243.721152139,1.67249,5.32544,5.261371850967407,0.561585,8100.0,0.0819866,0.992053837463,25.526877641677856
-0.0157674,7000.0,-0.0322794,5.282806873321533,40,7800.0,0.190276,300.83217913,1.66071,5.26305,5.250892877578735,0.558253,8300.0,0.0298691,0.99155883081,30.814751148223877
-0.0210627,7200.0,-0.0445315,6.180506706237793,40,7957.5,0.406911,246.867879644,1.65283,5.22172,6.115071535110474,0.556147,8300.0,0.0748613,0.992421007906,37.00706958770752
