MaxKL,Entropy,ExplainedVariance,Time,MaxReturn,StdReturn,AverageReturn,LossBefore,MinReturn,LossAfter,NumTrajs,MeanKL,Perplexity,ItrTime,AveragePolicyStd,TotalExecTime
17.5006,2.40341,0.0610066033056,4.824090003967285,1200.0,282.743258098,182.5,0.0295395,0.0,-0.0834149,40,0.801492,11.0609,4.824092388153076,0.805297,4.7542946338653564
4.57607,2.43295,0.732246065666,9.517635583877563,5400.0,828.00588766,3912.5,-0.0499992,1900.0,-0.170792,40,0.432997,11.3925,4.689579486846924,0.816813,4.6352667808532715
0.65692,2.40795,0.734477349548,14.203293085098267,8000.0,1591.35162676,5740.0,-0.0325107,300.0,-0.0668605,40,0.0342975,11.1112,4.680110931396484,0.806634,4.644454479217529
1.3006,2.3917,0.741100537182,18.903762340545654,7700.0,1574.95833278,5952.5,-0.0257915,0.0,-0.0546097,40,0.0520729,10.932,4.692680835723877,0.800143,4.632870197296143
0.97854,2.3788,0.87166359116,23.550692558288574,7400.0,888.031530972,6020.0,-0.0388281,2400.0,-0.0702697,40,0.0722246,10.792,4.640040397644043,0.794967,4.604922533035278
0.222633,2.35939,0.870643335462,28.68655562400818,7600.0,961.301201497,6320.0,-0.0473005,2600.0,-0.0757459,40,0.0628083,10.5845,5.130580425262451,0.787271,5.052907943725586
9.00948,2.33574,0.830288972684,33.50285363197327,7900.0,1333.2291626,6650.0,-0.0028206,0.0,-0.0415141,40,0.0870761,10.3371,4.809575319290161,0.777969,4.762763261795044
