ExplainedVariance,Time,Entropy,MeanKL,MinReturn,Perplexity,StdReturn,MaxKL,ItrTime,LossAfter,LossBefore,MaxReturn,NumTrajs,AverageReturn,AveragePolicyStd
0.35185077057,16.23831081390381,2.83804,0.00387018,0.0,17.0823,84.9573422371,0.0158722,16.238314867019653,0.0125372,0.0179038,800.0,200,11.5,1.00032
0.135053120503,32.74550151824951,2.85595,0.000183242,0.0,17.3909,129.348366824,0.000973698,16.28515076637268,-0.00615773,-0.00551947,1300.0,200,13.0,1.00955
0.29424970287,49.388444900512695,2.85319,0.00284495,0.0,17.343,207.439147704,0.0139234,16.41473388671875,-0.00402088,0.00196448,1900.0,200,37.0,1.00813
0.392192511196,65.70293188095093,2.85417,0.00128142,0.0,17.36,277.171427099,0.00629936,16.095359086990356,-0.00611681,-0.00359801,1700.0,200,74.0,1.00864
0.406473497939,82.19524216651917,2.85237,0.0026463,0.0,17.3288,348.172371104,0.0112906,16.21765160560608,-0.00800427,-0.00344674,1700.0,200,124.0,1.00783
0.424394786854,98.58865809440613,2.85065,0.00203901,0.0,17.299,489.99591835,0.0067055,16.18539333343506,-0.0152694,-0.0117004,2200.0,200,248.0,1.00675
0.477362748123,115.20585823059082,2.8448,0.0080906,0.0,17.1981,529.601501131,0.0269225,16.42571473121643,-0.00838706,0.00330435,2100.0,200,283.5,1.00393
0.549328656019,131.56050872802734,2.84645,0.00380384,0.0,17.2265,643.96719637,0.0120434,16.142552614212036,-0.0146737,-0.00947799,2400.0,200,467.5,1.00476
0.56207399276,147.9730739593506,2.84171,0.00809052,0.0,17.1451,698.265708738,0.0287647,16.233408212661743,-0.0342544,-0.0242414,2200.0,200,645.0,1.00237
0.595313261436,164.66727232933044,2.82959,0.0143563,0.0,16.9385,760.747001309,0.0400098,16.49416732788086,-0.0454757,-0.0310371,2600.0,200,842.0,0.996303
0.700908780052,181.12352919578552,2.81407,0.00573567,0.0,16.6777,790.841166101,0.0130196,16.270633697509766,-0.0271318,-0.0212682,2500.0,200,1104.5,0.988643
0.706081064367,197.98130869865417,2.80344,0.0136533,0.0,16.5013,837.58566726,0.0432695,16.569965362548828,-0.0475576,-0.034508,2600.0,200,1224.5,0.983376
0.776452502331,214.67819595336914,2.78618,0.0215867,0.0,16.219,749.21141876,0.0915603,16.380213975906372,-0.0518328,-0.0349088,2700.0,200,1588.5,0.975101
0.886371985884,231.19341683387756,2.76873,0.0354397,0.0,15.9384,606.645695608,0.183686,16.296748638153076,-0.0761399,-0.0512231,2800.0,200,1859.0,0.966687
0.925773205358,247.66644835472107,2.74312,0.0430296,400.0,15.5354,436.570441052,0.167811,16.231798887252808,-0.0983034,-0.0713059,2800.0,200,2072.5,0.954503
0.970852711379,264.2484247684479,2.70747,0.0304745,900.0,14.9912,307.798229365,0.171383,16.341695308685303,-0.0829248,-0.0624413,2800.0,200,2289.5,0.937676
0.971204076986,280.6238751411438,2.67625,0.0290085,1500.0,14.5304,262.699448039,0.120559,16.14183735847473,-0.0936951,-0.075665,2900.0,200,2383.0,0.923119
0.981549277684,297.34113669395447,2.63841,0.0169983,1700.0,13.991,227.788827645,0.0554166,16.49421977996826,-0.0521204,-0.0426286,2800.0,200,2453.5,0.905763
0.986113810004,313.7863392829895,2.6171,0.0215068,1900.0,13.6959,188.403821617,0.0904473,16.1976420879364,-0.0459069,-0.0359344,2800.0,200,2502.0,0.89608
0.987872687856,330.07993841171265,2.59913,0.0254075,2100.0,13.452,169.870538941,0.102282,16.088531017303467,-0.0563716,-0.0452711,2900.0,200,2538.0,0.887848
0.989912093142,346.4370436668396,2.5765,0.0129041,1900.0,13.151,182.972675556,0.0448789,16.144334316253662,-0.0483251,-0.0410464,2900.0,200,2561.0,0.877794
0.99151218699,362.87208008766174,2.55597,0.0131773,2000.0,12.8838,158.043506668,0.0530959,16.224801063537598,-0.0340171,-0.0291379,3000.0,200,2608.5,0.868867
0.991819176709,379.4084393978119,2.5414,0.0158815,2100.0,12.6975,161.864140562,0.060909,16.19796061515808,-0.0562657,-0.0492575,2900.0,200,2610.0,0.862551
0.993338276976,396.0833435058594,2.51677,0.00365042,2200.0,12.3886,144.186511158,0.0186879,16.460855960845947,-0.0398961,-0.0365465,2900.0,200,2635.5,0.852053
0.992922118001,412.8205728530884,2.4985,0.00498642,2200.0,12.1642,144.200381414,0.0327979,16.527758598327637,-0.0232793,-0.021298,3000.0,200,2652.5,0.844204
0.993688158018,430.2440814971924,2.48785,0.00395478,2200.0,12.0354,123.737625644,0.0163205,17.1296706199646,-0.0382137,-0.0362065,2900.0,200,2617.0,0.8397
0.99243111106,447.752281665802,2.46975,0.0392196,2100.0,11.8195,152.83242457,0.198518,17.296043395996094,-0.0289143,-0.0189246,3000.0,200,2643.5,0.832099
0.99286116396,464.3133063316345,2.46029,0.0109421,2100.0,11.7082,145.17231141,0.0581147,16.37331485748291,-0.0272943,-0.0235721,2900.0,200,2645.0,0.828124
0.993575787116,480.84396982192993,2.4485,0.0156406,2300.0,11.571,134.006529692,0.0649433,16.329711198806763,-0.0262896,-0.0215547,2900.0,200,2656.5,0.823261
0.994757848396,497.7864010334015,2.43772,0.000386791,2300.0,11.4469,119.280132461,0.00256245,16.746135473251343,-0.00469371,-0.00417282,3000.0,200,2658.5,0.818854
0.993970687427,514.5052380561829,2.43564,0.0239992,2200.0,11.4231,121.769248992,0.0972018,16.536424160003662,-0.0177871,-0.0113275,3000.0,200,2658.5,0.817978
0.994381617596,531.6735713481903,2.42997,0.000823622,2300.0,11.3586,131.601671722,0.00406849,16.963350296020508,-0.0181056,-0.0170684,3100.0,200,2659.0,0.815762
0.993930122435,548.0770292282104,2.42144,0.0158501,2300.0,11.2621,128.280941687,0.109543,16.196946620941162,-0.00496298,-0.000856505,3000.0,200,2662.0,0.812219
0.994500211887,565.3308391571045,2.42101,0.0138405,2300.0,11.2572,125.474100913,0.0539077,16.96684455871582,-0.0323091,-0.0278565,3000.0,200,2662.5,0.812097
0.994101472417,582.0746793746948,2.40708,0.00486461,2300.0,11.1015,122.13824135,0.0140512,16.540034532546997,-0.0197256,-0.0177839,2900.0,200,2663.5,0.806534
0.993862378393,598.8098521232605,2.39819,0.00463369,2200.0,11.0032,131.870201334,0.0158476,16.557239294052124,-0.0327561,-0.0302228,3000.0,200,2660.5,0.802996
0.994010349435,615.6567306518555,2.38308,0.00427046,2300.0,10.8382,117.769902777,0.0137216,16.596515893936157,-0.0126682,-0.011419,2900.0,200,2644.5,0.796918
0.993551498853,632.1807582378387,2.37737,0.00364424,2000.0,10.7765,138.170184917,0.0277885,16.33116126060486,-0.0143203,-0.0120448,3000.0,200,2653.0,0.794626
0.994125934879,648.6908962726593,2.37135,0.00561602,2200.0,10.7118,133.894548059,0.0295583,16.30486488342285,-0.0217877,-0.0200272,3000.0,200,2666.5,0.792169
0.994796522611,664.9845101833344,2.36133,0.00284669,2400.0,10.6051,113.091776889,0.0289764,16.09621024131775,-0.0123861,-0.0110994,2900.0,200,2664.5,0.788203
0.993563851805,681.4260272979736,2.35578,0.0109757,2300.0,10.5464,133.476589708,0.0469594,16.258430242538452,-0.0395864,-0.0356809,2900.0,200,2672.0,0.786
0.993972096362,698.0420942306519,2.33794,0.013623,2300.0,10.3599,127.388186265,0.0904644,16.414387464523315,-0.0327064,-0.027904,2900.0,200,2658.5,0.779039
0.99432201618,714.638688325882,2.32399,0.00218764,2300.0,10.2164,117.09397935,0.0211247,16.411338806152344,-0.0159782,-0.0143293,3000.0,200,2683.0,0.773511
0.994635442725,731.1805965900421,2.31683,0.00540942,2300.0,10.1434,117.660528641,0.0440506,16.348989009857178,-0.0236283,-0.0200691,2900.0,200,2666.0,0.770828
0.993911106514,747.7240390777588,2.30679,0.0238675,2200.0,10.0422,125.761679378,0.124239,16.237162828445435,-0.0165894,-0.0113202,3000.0,200,2672.0,0.766912
0.994326877126,764.2758505344391,2.30113,0.0518974,2300.0,9.98548,122.474487139,0.24996,16.35452437400818,-0.0256893,-0.0157898,3000.0,200,2680.0,0.764759
0.995076285623,780.7713236808777,2.29324,0.00854474,2300.0,9.90696,108.032402547,0.0517289,16.31005597114563,-0.0136801,-0.010388,3000.0,200,2677.0,0.761799
