MaxKL,AveragePolicyStd,MinReturn,StdReturn,NumTrajs,ItrTime,TotalExecTime,Time,MaxReturn,LossAfter,LossBefore,AverageReturn,ExplainedVariance,Entropy,Perplexity,MeanKL
0.0,1.00568,0.0,0.0,20,16.020859718322754,15.71800422668457,16.0208523273468,0.0,-0.0,-0.0,0.0,1,2.849,17.2706,0.0
0.0,1.00568,0.0,0.0,20,16.80949568748474,16.51867413520813,32.84627676010132,0.0,-0.0,-0.0,0.0,1,2.849,17.2706,0.0
223.529,1.00568,0.0,135.646599663,20,17.9145929813385,17.601119995117188,50.7718141078949,600.0,0.339047,-0.00706978,40.0,0.219977973262,2.849,17.2706,2.10706
12.0174,1.00388,0.0,43.5889894354,20,17.3286190032959,17.192588567733765,68.11340093612671,200.0,0.0290012,0.0103641,10.0,0.0346761460247,2.84547,17.2096,0.176605
0.0,1.00648,0.0,0.0,20,17.31121826171875,17.25023365020752,85.46464776992798,0.0,-0.0,-0.0,0.0,1,2.85065,17.299,0.0
2130.12,1.00648,0.0,203.469899494,20,16.804559230804443,16.645428895950317,102.32272481918335,900.0,-7.68496,0.00737053,60.0,0.150523850977,2.85065,17.299,19.8292
0.0,1.0083,0.0,0.0,20,16.520282745361328,16.382636785507202,118.8554368019104,0.0,-0.0,-0.0,0.0,1,2.85434,17.3629,0.0
