LossAfter,Perplexity,ExplainedVariance,AverageReturn,Entropy,StdReturn,MinReturn,AveragePolicyStd,MaxKL,MaxReturn,NumTrajs,MeanKL,LossBefore,Time,TotalExecTime,ItrTime
0.00456167,15.4937,0.230823699018,65.0,2.74043,106.183802908,0.0,0.95435,1.00156,300.0,20,0.0617324,0.0276272,5.867591619491577,5.781567573547363,5.867594242095947
-0.0433205,15.9277,0.175754228112,240.0,2.76806,349.857113691,0.0,0.968345,0.187005,1200.0,20,0.0519107,-0.0189764,11.62243390083313,5.675525665283203,5.750221490859985
-0.0485301,15.7773,0.201484165864,1935.0,2.75857,1730.39735321,300.0,0.964026,0.507972,7300.0,20,0.140693,0.00288802,17.46333622932434,5.79948353767395,5.832152605056763
-0.0663487,15.8001,0.722058645577,15040.0,2.76002,2205.76517336,10500.0,0.96489,0.755919,18100.0,20,0.182053,-0.0124789,23.52196192741394,5.969627857208252,6.054640054702759
-0.0441738,15.7018,0.958246508833,20535.0,2.75378,1050.84489817,18000.0,0.962004,0.791936,21700.0,20,0.0943408,-0.0143055,29.314523935317993,5.7179906368255615,5.783825874328613
-0.0581254,15.5899,0.949985104058,19825.0,2.74662,1162.70159542,17200.0,0.958581,0.466724,21200.0,20,0.17756,-0.0267648,35.15861988067627,5.791195869445801,5.8355114459991455
-0.0435514,15.3827,0.896383669052,19960.0,2.73324,4620.0,0.0,0.951954,0.186407,21900.0,20,0.0187391,-0.0316187,41.19595003128052,5.970901727676392,6.029873609542847
