Perplexity,StdReturn,AverageReturn,Entropy,Time,LossAfter,ItrTime,AveragePolicyStd,TotalExecTime,MaxKL,MeanKL,MaxReturn,NumTrajs,ExplainedVariance,MinReturn,LossBefore
11.0609,113.907857499,55.0,2.40341,4.976329565048218,-0.0551314,4.976333141326904,0.805297,4.884554862976074,7.77898,0.284584,400.0,40,0.0925957441111,0.0,0.00273328
11.0911,647.282782098,1155.0,2.40615,9.494929790496826,-0.0692701,4.515836954116821,0.806415,4.473851919174194,8.11503,0.294415,2600.0,40,0.284166960636,0.0,0.0116171
11.1557,772.653706391,4847.5,2.41195,14.279213905334473,-0.0877622,4.777798891067505,0.808867,4.742702484130859,2.54234,0.28319,6400.0,40,0.821177982339,3400.0,-0.0147962
11.0735,1909.68583804,6390.0,2.40456,19.03381061553955,-0.0702455,4.750316143035889,0.805835,4.714776992797852,1.24113,0.0412881,7900.0,40,0.858104772344,0.0,-0.0474358
10.8139,925.891462322,7235.0,2.38084,23.793851137161255,-0.0483012,4.754746437072754,0.79638,4.7100160121917725,30.8453,0.0455347,8100.0,40,0.939535594154,2800.0,-0.029134
10.6576,1399.24086561,6975.0,2.36627,28.566926956176758,-0.0449607,4.769217252731323,0.790622,4.716463088989258,0.143047,0.0156348,8000.0,40,0.895634830081,300.0,-0.0303295
10.4972,425.139682928,7497.5,2.35111,33.362629413604736,-0.050204,4.787996053695679,0.784505,4.74689507484436,2.31617,0.0907203,8200.0,40,0.97588250439,6500.0,-0.0169596
