AveragePolicyStd,Time,LossBefore,MaxKL,MaxReturn,MinReturn,LossAfter,Perplexity,Entropy,ItrTime,TotalExecTime,NumTrajs,MeanKL,ExplainedVariance,StdReturn,AverageReturn
0.87453,11.978742361068726,0.0148435,1.59483,700.0,0.0,-0.0485283,13.0471,2.56857,11.978748321533203,11.877568483352661,20,0.234724,0.164870475121,200.0,100.0
0.88097,23.817097663879395,0.0107451,0.332076,6100.0,1500.0,-0.0142555,13.2423,2.58341,11.83376669883728,11.678446054458618,20,0.121802,0.353927116652,1361.35043248,2985.0
0.883413,35.10691976547241,-0.0139102,0.238354,20500.0,11900.0,-0.0531663,13.3136,2.58879,11.282816171646118,11.231141805648804,20,0.127547,0.761878833179,2441.33160386,16630.0
0.88055,47.183446645736694,-0.00815245,0.0514585,22300.0,20500.0,-0.0127054,13.2213,2.58183,12.069397687911987,12.017866373062134,20,0.00625492,0.989308631759,500.399840128,21740.0
0.878535,60.110809326171875,-0.0261508,0.0456686,22300.0,20200.0,-0.0339416,13.1675,2.57775,12.899802923202515,12.85224962234497,20,0.0277938,0.984025443625,672.011904656,21520.0
0.872557,72.41282391548157,-0.0261898,0.112425,22500.0,20000.0,-0.0392928,12.9965,2.56468,12.274980306625366,12.133573532104492,20,0.050826,0.983387450343,652.897388569,21685.0
0.866916,84.30443167686462,0.00752237,0.117257,22200.0,21100.0,0.0012443,12.8274,2.55158,11.88267207145691,11.820738554000854,20,0.00589901,0.993805140501,288.963665536,21750.0
