MaxReturn,LossBefore,NumTrajs,TotalExecTime,MaxKL,Entropy,StdReturn,MeanKL,Perplexity,ItrTime,LossAfter,AveragePolicyStd,ExplainedVariance,MinReturn,AverageReturn,Time
0.0,-0.0,20,8.213529825210571,0.0,2.84233,0.0,0.0,17.1557,8.295013904571533,-0.0,1.00326,1,0.0,0.0,8.295007228851318
0.0,-0.0,20,7.889427185058594,0.0,2.84233,0.0,0.0,17.1557,7.952484607696533,-0.0,1.00326,1,0.0,0.0,16.252002477645874
0.0,-0.0,20,7.913874387741089,0.0,2.84233,0.0,0.0,17.1557,7.956041097640991,-0.0,1.00326,1,0.0,0.0,24.211965799331665
100.0,0.0230337,20,7.872702360153198,0.15525,2.84233,21.7944947177,0.00827675,17.1557,7.91257643699646,0.0158486,1.00326,0.137402605671,0.0,5.0,32.12979602813721
500.0,-0.00522064,20,8.079395294189453,0.0363825,2.85385,115.217186218,0.0103191,17.3544,8.126981019973755,-0.0103943,1.00894,0.0959292167453,0.0,35.0,40.26764726638794
0.0,-0.0,20,8.024142026901245,0.0,2.85124,0.0,0.0,17.3092,8.05728006362915,-0.0,1.00763,1,0.0,0.0,48.33307504653931
1300.0,0.0165815,20,7.918395757675171,0.0293297,2.85124,315.594676761,0.00516217,17.3092,7.98168158531189,0.0125098,1.00763,0.0943472285554,0.0,120.0,56.31953239440918
