Perplexity,Entropy,TotalExecTime,StdReturn,AveragePolicyStd,MeanKL,MinReturn,ExplainedVariance,AverageReturn,MaxReturn,NumTrajs,LossBefore,ItrTime,Time,MaxKL,LossAfter
17.0795,2.83788,12.821923971176147,0.0,1.0,0.0,0.0,1,0.0,0.0,20,-0.0,12.89743161201477,12.897425413131714,0.0,-0.0
17.0795,2.83788,11.938211679458618,174.355957742,1.0,4.18101,0.0,0.0896608232899,40.0,800.0,20,-0.0172282,11.996629238128662,24.899185180664062,314.354,0.460855
16.933,2.82926,11.409528017044067,43.5889894354,0.995703,0.0643723,0.0,0.129286762817,10.0,200.0,20,0.00759597,11.438735961914062,36.346038579940796,7.47577,0.00428139
16.9974,2.83306,11.67331576347351,0.0,0.997595,0.0,0.0,1,0.0,0.0,20,-0.0,11.720010757446289,48.06998372077942,0.0,-0.0
16.9974,2.83306,10.597000360488892,1220.76820077,0.997595,23.999,0.0,0.100783280079,385.0,5100.0,20,-0.0247312,10.772278070449829,58.85032773017883,608.099,1.44669
16.7885,2.8207,11.118949890136719,0.0,0.991447,0.0,0.0,1,0.0,0.0,20,-0.0,11.282034873962402,70.13870120048523,0.0,-0.0
16.7885,2.8207,12.194523334503174,0.0,0.991447,0.0,0.0,1,0.0,0.0,20,-0.0,12.224647998809814,82.37384510040283,0.0,-0.0
