AveragePolicyStd,NumTrajs,Perplexity,LossBefore,MaxKL,MinReturn,Time,ExplainedVariance,StdReturn,MeanKL,LossAfter,ItrTime,TotalExecTime,Entropy,MaxReturn,AverageReturn
0.949513,20,15.3903,-0.00853665,0.851857,0.0,6.683313846588135,0.290566070722,2835.91255154,0.155596,-0.0389571,6.683318853378296,6.598844289779663,2.73374,11300.0,2640.0
0.945625,20,15.2595,-0.0278428,0.638302,4000.0,13.42758297920227,0.484798636038,3596.14724393,0.203838,-0.0757995,6.740781545639038,6.655894994735718,2.7252,16500.0,11885.0
0.938956,20,15.0485,-0.00409373,0.269991,6300.0,20.07377600669861,0.844758781798,3978.07742509,0.0946618,-0.0286196,6.643109321594238,6.545483350753784,2.71128,22600.0,17970.0
0.93794,20,15.0178,-0.0127895,0.363035,10200.0,26.704211950302124,0.774919470365,3740.22392378,0.0782444,-0.0382059,6.623342037200928,6.5828211307525635,2.70923,21100.0,16035.0
0.934986,20,14.922,-0.0169678,0.307392,7900.0,32.722496509552,0.846168608019,3904.03317097,0.0543756,-0.0356311,6.004894733428955,5.963611364364624,2.70284,22600.0,18145.0
0.931034,20,14.796,-0.0168967,4.11998,0.0,39.27354598045349,0.834144918175,6095.78542929,0.492983,-0.146847,6.54564094543457,6.501821041107178,2.69436,21700.0,16620.0
0.927069,20,14.6715,0.0307315,0.144752,0.0,45.79767179489136,0.75078355608,8980.6611672,0.0286734,0.0207437,6.511423826217651,6.47121000289917,2.68591,22500.0,11285.0
