AverageReturn,StdReturn,MeanKL,MaxKL,ItrTime,TotalExecTime,LossBefore,LossAfter,NumTrajs,MaxReturn,Perplexity,Entropy,MinReturn,ExplainedVariance,AveragePolicyStd,Time
35.0,152.561463024,0.019494,1.64141,15.995533227920532,15.682973861694336,0.00863666,0.00316444,20,700.0,17.0561,2.83651,0.0,0.0648775677772,0.999438,15.995526790618896
15.0,65.3834841531,0.00257163,0.572908,16.854639530181885,16.631008625030518,0.0068736,0.00417277,20,300.0,17.2041,2.84515,0.0,0.253187406933,1.00364,32.87161111831665
20.0,87.1779788708,0.00107722,0.0323593,15.004616022109985,14.90743374824524,0.013677,0.0106441,20,400.0,17.2633,2.84858,0.0,0.0718169421514,1.00537,47.89419651031494
40.0,124.09673646,0.0065507,1.51927,15.740184545516968,15.613930463790894,-0.0081987,-0.0117793,20,500.0,17.3818,2.85542,0.0,0.0316065513905,1.00882,63.66028952598572
125.0,279.060925248,0.0311703,8.06509,16.72948980331421,16.650421619415283,-0.000609815,0.00938728,20,900.0,17.3107,2.85132,0.0,0.172804929956,1.00678,80.4060378074646
80.0,242.074368738,4.81926e-05,0.000489204,15.89001750946045,15.759098052978516,-0.00823616,-0.00856913,20,1100.0,17.3054,2.85102,0.0,0.128607814859,1.00668,96.31703972816467
80.0,231.516738056,0.0012861,0.253501,15.73877239227295,15.623966693878174,-0.00651185,-0.0071076,20,1000.0,17.2343,2.8469,0.0,0.113407708469,1.00461,112.0910017490387
