LossAfter,LossBefore,Time,MeanKL,Perplexity,AveragePolicyStd,MinReturn,NumTrajs,MaxKL,MaxReturn,AverageReturn,ExplainedVariance,ItrTime,Entropy,StdReturn,TotalExecTime
-0.049263,-0.00708545,20.413180112838745,0.0309253,21.7921,1.12957,0.0,20,6.53162,6400.0,1315.0,0.541982471467,20.413183212280273,3.08155,1660.2033008,20.216662645339966
-0.0148966,-0.00274116,38.41549825668335,0.0217376,21.6383,1.12557,0.0,20,4.89153,5600.0,1370.0,0.417942470309,17.99929189682007,3.07446,1701.20545496,17.878668546676636
-0.00404623,-0.000997044,56.511356592178345,0.00597252,21.6086,1.12481,0.0,20,0.256067,7400.0,1975.0,0.519904383384,18.093342065811157,3.07309,2058.36707125,18.02239727973938
-0.00642885,-0.0019229,76.32604694366455,0.0054692,21.5978,1.12452,0.0,20,3.7458,8900.0,2710.0,0.54049501044,19.80662512779236,3.07259,2656.67084901,19.70760202407837
-0.0197923,-0.0146847,94.57768392562866,0.00889,21.5771,1.12398,0.0,20,0.511518,7500.0,2210.0,0.556005919759,18.228842735290527,3.07163,2118.46642645,18.08763337135315
0.0125494,0.0163658,114.5952730178833,0.00501073,21.4192,1.11987,0.0,20,0.1985,12000.0,3655.0,0.454156688692,20.000340461730957,3.06429,3130.57103417,19.92162299156189
-0.019913,-0.0175335,141.6150290966034,0.00100124,21.5952,1.12446,0.0,20,0.0380213,9300.0,3985.0,0.591930049655,27.01247501373291,3.07247,3045.86194697,26.915743112564087
