AveragePolicyStd,MaxReturn,Time,MinReturn,ItrTime,TotalExecTime,StdReturn,LossAfter,LossBefore,AverageReturn,NumTrajs,Entropy,MaxKL,Perplexity,MeanKL,ExplainedVariance
1.00568,500.0,17.274062156677246,0.0,17.27407145500183,16.929357767105103,108.972473589,0.00606982,0.0114988,25.0,20,2.849,0.114622,17.2706,0.00357694,0.0554498433615
1.01138,700.0,34.63763213157654,0.0,17.36035680770874,17.12055993080139,201.494416796,2.19579,0.00470343,80.0,20,2.8605,1231.18,17.4703,9.74581,0.3894570899
1.01257,1500.0,50.71749973297119,0.0,16.069745540618896,15.940433979034424,333.878720496,-0.0130839,-0.00530204,95.0,20,2.86285,2.52103,17.5114,0.0113068,0.0768368864739
1.01124,800.0,67.11981916427612,0.0,16.35514211654663,16.230372667312622,251.942453747,0.00218157,0.0044237,105.0,20,2.8602,0.893444,17.4651,0.00698202,0.224281929552
1.01236,1500.0,83.75323271751404,0.0,16.597509622573853,16.43269920349121,368.917334914,-0.00412575,-0.00315579,170.0,20,2.86241,3.36805,17.5037,0.0142049,0.253669269673
1.0116,1100.0,101.97767162322998,0.0,18.190475463867188,18.045563220977783,365.342305243,0.119755,-0.0145288,195.0,20,2.86084,101.452,17.4761,0.45495,0.312963729765
1.00791,1400.0,116.44558763504028,0.0,14.434456586837769,14.287988424301147,305.122926048,-0.0725838,-0.00383093,70.0,20,2.85357,75.5588,17.3497,0.564476,0.10984958414
