AverageReturn,Perplexity,Entropy,MeanKL,LossBefore,MaxReturn,NumTrajs,MinReturn,StdReturn,ExplainedVariance,MaxKL,AveragePolicyStd,ItrTime,Time,LossAfter,TotalExecTime
277.5,16.3558,2.79458,0.184766,0.0145941,1000.0,40,0.0,285.032892839,0.13582929528,12.7681,0.982009,8.705411434173584,8.705404996871948,-0.0176882,8.594598054885864
470.0,16.5963,2.80918,0.153291,0.0295259,1500.0,40,0.0,381.575680567,0.272129378407,43.9967,0.989757,8.133442878723145,16.843868017196655,-0.0152895,8.051093339920044
952.5,16.8431,2.82394,0.115445,-0.00229852,2900.0,40,100.0,658.402422535,0.361737351128,5.18027,0.997242,7.168269157409668,24.020947456359863,-0.0341928,7.078505516052246
2145.0,16.8237,2.82279,0.348013,-0.00471586,3900.0,40,200.0,888.524057074,0.475481700328,4.39356,0.996729,7.453768491744995,31.47914981842041,-0.0820291,7.363374710083008
3790.0,16.7841,2.82043,0.187912,-0.00564689,5500.0,40,0.0,1299.96153789,0.581533688196,16.2253,0.995771,7.213916063308716,38.70400381088257,-0.0509971,7.162320852279663
3292.5,16.7368,2.81761,0.21126,-0.035044,5500.0,40,0.0,1122.36079315,0.550413728189,8.96533,0.994095,7.494304418563843,46.21005034446716,-0.0901204,7.421412706375122
4067.5,16.4461,2.80009,0.104967,0.000124332,6200.0,40,1700.0,1118.12063303,0.673597338364,8.39728,0.984569,7.43750524520874,53.6588568687439,-0.0269003,7.348264455795288
