MinReturn,ExplainedVariance,MeanKL,AveragePolicyStd,TotalExecTime,Time,Entropy,LossBefore,AverageReturn,MaxReturn,ItrTime,MaxKL,LossAfter,NumTrajs,Perplexity,StdReturn
0.0,1,0.0,0.828509,9.575099468231201,9.63299560546875,2.46033,-0.0,0.0,0.0,9.63300085067749,0.0,-0.0,20,11.7087,0.0
0.0,1,0.0,0.828509,8.184194803237915,17.89540457725525,2.46033,-0.0,0.0,0.0,8.259382009506226,0.0,-0.0,20,11.7087,0.0
0.0,1,0.0,0.828509,7.802910327911377,25.739489555358887,2.46033,-0.0,0.0,0.0,7.839952707290649,0.0,-0.0,20,11.7087,0.0
0.0,1,0.0,0.828509,7.681067705154419,33.45737814903259,2.46033,-0.0,0.0,0.0,7.712683916091919,0.0,-0.0,20,11.7087,0.0
0.0,1,0.0,0.828509,7.87373948097229,41.3696084022522,2.46033,-0.0,0.0,0.0,7.908585071563721,0.0,-0.0,20,11.7087,0.0
0.0,1,0.0,0.828509,7.865529775619507,49.27456498146057,2.46033,-0.0,0.0,0.0,7.89884614944458,0.0,-0.0,20,11.7087,0.0
0.0,1,0.0,0.828509,7.86761474609375,57.17468214035034,2.46033,-0.0,0.0,0.0,7.895919322967529,0.0,-0.0,20,11.7087,0.0
