LossAfter,LossBefore,MaxKL,ItrTime,AveragePolicyStd,Time,ExplainedVariance,MaxReturn,StdReturn,MinReturn,Entropy,AverageReturn,TotalExecTime,NumTrajs,Perplexity,MeanKL
-0.0949274,0.0197536,2.41845,5.027623176574707,0.95435,5.027618885040283,0.190400060538,12400.0,3921.76937109,0.0,2.74043,5085.0,4.966881036758423,20,15.4937,0.699661
-0.0550535,-0.0165157,1.12351,4.813491106033325,0.964028,9.84407901763916,0.943014491484,21200.0,1223.30494972,16900.0,2.76019,19795.0,4.759492874145508,20,15.8028,0.122179
-0.0616866,-0.0139884,0.240116,4.8114399909973145,0.960249,14.65950322151184,0.905740118464,20800.0,1494.74914283,15800.0,2.75193,19085.0,4.7766194343566895,20,15.6728,0.109026
-0.0365814,-0.0273297,0.0681453,4.774458646774292,0.956855,19.439117908477783,0.96441446266,21800.0,959.309647611,18800.0,2.74493,20835.0,4.742403507232666,20,15.5636,0.0220297
-0.0265594,-0.0210982,0.0410875,4.759568452835083,0.950845,24.203258991241455,0.986722931068,21700.0,478.408820989,19700.0,2.73127,21125.0,4.718569755554199,20,15.3524,0.00762383
-0.0189229,-0.0117959,0.342923,4.812533378601074,0.946516,29.02225399017334,0.992126592877,22100.0,341.284338932,20500.0,2.72072,21495.0,4.775172710418701,20,15.1913,0.0169901
-0.0206984,-0.00573225,0.624897,4.77808690071106,0.943976,33.804147243499756,0.986534006864,21800.0,591.945943478,20000.0,2.71482,21140.0,4.731913089752197,20,15.1019,0.0588623
