Entropy,MaxReturn,ItrTime,LossBefore,Perplexity,TotalExecTime,Time,NumTrajs,StdReturn,MaxKL,AverageReturn,MinReturn,ExplainedVariance,MeanKL,LossAfter,AveragePolicyStd
2.45436,7400.0,8.006970167160034,0.00649323,11.639,7.945726633071899,8.006963729858398,20,1812.80859442,0.455804,3415.0,400.0,0.11915112712,0.218585,-0.0335136,0.827472
2.46085,30300.0,7.827078342437744,-0.0231052,11.7148,7.767549753189087,15.836666584014893,20,4555.26069506,0.555114,20060.0,10400.0,0.56955054389,0.201279,-0.0799028,0.830661
2.4493,40200.0,7.908132553100586,-0.00983762,11.5803,7.873998165130615,23.756773710250854,20,2144.31807342,0.141329,36730.0,31900.0,0.917890765728,0.0574061,-0.0294427,0.825777
2.44438,40200.0,7.822767734527588,-0.020616,11.5234,7.787868976593018,31.582999229431152,20,1895.85732586,0.0734235,36735.0,33700.0,0.919656830093,0.0239695,-0.0276342,0.82355
2.43407,40400.0,7.644963026046753,0.000329459,11.4053,7.5850231647491455,39.232691526412964,20,1899.86183708,0.050363,37555.0,33900.0,0.938733534383,0.0045577,-0.00328991,0.81938
2.43424,41000.0,7.69528341293335,-0.0159634,11.4071,7.659300804138184,46.93188452720642,20,1134.40513045,0.02808,38325.0,36000.0,0.944454004688,0.00665589,-0.0194498,0.819104
2.42626,40700.0,7.822350740432739,-0.00794086,11.3165,7.785414218902588,54.75890636444092,20,1550.1935363,0.0423732,38670.0,34000.0,0.948904901314,0.0172474,-0.0151312,0.815575
