LossAfter,AverageReturn,MinReturn,TotalExecTime,StdReturn,MaxKL,Perplexity,LossBefore,Entropy,NumTrajs,ExplainedVariance,MaxReturn,AveragePolicyStd,MeanKL,Time,ItrTime
-0.0593957,6770.0,0.0,12.535488843917847,4735.62033951,2.01072,15.3903,-0.00297781,2.73374,20,0.606949459643,15100.0,0.949513,0.215865,12.710569143295288,12.710576295852661
-0.00809282,16270.0,800.0,12.487616539001465,5313.85923788,0.105659,15.3445,0.00494931,2.73076,20,0.78916701113,21300.0,0.948175,0.0178683,25.31512141227722,12.595242500305176
-0.0205531,15805.0,0.0,12.807584762573242,6216.38761661,0.606291,15.3826,-0.00489186,2.73324,20,0.791873540311,22700.0,0.94923,0.0416006,38.19261837005615,12.856162548065186
0.00234601,13010.0,0.0,12.489006996154785,6172.26862669,0.095624,15.345,0.00902696,2.73079,20,0.761333969085,19700.0,0.948049,0.0194133,50.72943305969238,12.521720170974731
-0.00418101,15815.0,0.0,12.304229497909546,6330.02962078,0.123842,15.4144,0.00286333,2.7353,20,0.850443130058,21200.0,0.950349,0.0143036,63.11552619934082,12.382438898086548
-0.00595488,11535.0,0.0,13.69412088394165,7403.19356764,0.266676,15.4365,0.0108215,2.73673,20,0.646093250482,21200.0,0.950993,0.0356608,76.9932713508606,13.870154619216919
-0.0426861,16365.0,0.0,12.100571870803833,4713.94473875,0.447024,15.5203,-0.0176717,2.74215,20,0.797590981627,20800.0,0.953711,0.0740228,89.2289445400238,12.219107866287231
