MaxKL,ItrTime,AveragePolicyStd,Entropy,MeanKL,MinReturn,LossAfter,ExplainedVariance,StdReturn,NumTrajs,Perplexity,TotalExecTime,MaxReturn,Time,LossBefore,AverageReturn
1637.34,12.247600317001343,1.0,2.83788,25.5887,0.0,2.90626,0.150627322302,96.9535971483,20,17.0795,12.171277523040771,300.0,12.247593402862549,-0.0371617,60.0
5974.52,11.29009199142456,0.981608,2.80072,145.488,0.0,30.0659,0.163859064896,122.882057274,20,16.4564,11.231167554855347,300.0,23.541998863220215,-0.0122422,70.0
124.173,11.688095331192017,0.978609,2.79459,2.44621,0.0,-0.0356962,0.195482709643,232.594066992,20,16.356,11.657667875289917,800.0,35.23568367958069,0.00620372,130.0
91.2775,11.593092918395996,0.980123,2.7977,0.901201,0.0,-0.0499219,0.150213927579,215.638586528,20,16.4068,11.475250959396362,900.0,46.84324097633362,0.00127123,150.0
1728.03,11.742309093475342,0.980454,2.79833,57.5178,0.0,4.2202,0.250508022971,215.116247643,20,16.4172,11.677755117416382,700.0,58.593886375427246,-0.00195927,115.0
579.85,10.710788249969482,0.980004,2.79735,11.8155,0.0,1.99818,0.14507268266,221.979728804,20,16.4012,10.653583526611328,700.0,69.31531262397766,-0.019687,165.0
1556.01,11.075276613235474,0.975192,2.78751,21.6351,0.0,1.15388,0.0997520686044,182.961744635,20,16.2405,11.001193761825562,600.0,80.40098404884338,0.0058307,95.0
