Entropy,Time,AverageReturn,StdReturn,NumTrajs,AveragePolicyStd,MaxKL,MeanKL,MinReturn,LossAfter,MaxReturn,TotalExecTime,LossBefore,ExplainedVariance,Perplexity,ItrTime
2.5608,35.67752766609192,1560.0,680.0,20,0.870797,0.332616,0.0194817,0.0,-0.0099672,2700.0,35.31279420852661,0.00332841,0.753237849285,12.9461,35.677534103393555
2.56413,69.45420575141907,2650.0,414.125584817,20,0.872249,0.0487958,0.00933045,2000.0,-0.00730973,3300.0,33.54449486732483,-0.00290881,0.863290408411,12.9893,33.762147665023804
2.56267,103.06043410301208,3500.0,1101.36279218,20,0.871658,0.15463,0.074342,1700.0,-0.0116936,5300.0,33.415905237197876,0.00666837,0.721761139704,12.9704,33.60193109512329
2.56601,135.45850896835327,23320.0,3345.23541772,20,0.873145,0.859569,0.432589,18000.0,-0.0724637,31400.0,32.24872899055481,0.0175602,0.44908061442,13.0137,32.39115643501282
2.57479,164.7149600982666,51660.0,446.542271235,20,0.877029,0.0308295,0.00297249,50600.0,-0.0191128,52500.0,29.031555652618408,-0.0168303,0.977845447175,13.1285,29.251357793807983
2.56637,199.4752402305603,51955.0,308.99029111,20,0.873421,0.0312318,0.00310531,51300.0,-0.0107864,52600.0,34.59254693984985,-0.00884679,0.979244501436,13.0185,34.73014497756958
2.56195,231.80283784866333,51750.0,497.493718553,20,0.871458,0.0861983,0.0125908,49900.0,-0.00683072,52200.0,32.061113357543945,-0.00184184,0.978197651916,12.961,32.307865142822266
