Perplexity,ExplainedVariance,MeanKL,MaxReturn,TotalExecTime,AverageReturn,ItrTime,Time,NumTrajs,MaxKL,Entropy,AveragePolicyStd,StdReturn,LossAfter,LossBefore,MinReturn
14.7277,0.0377780147593,0.0120867,100.0,12.139392614364624,5.0,12.272608041763306,12.272604942321777,20,0.0397517,2.68973,0.929406,21.7944947177,0.0025471,0.00913808,0.0
14.8629,0.097656452539,0.0290343,1700.0,8.453497886657715,235.0,8.509525775909424,20.784679889678955,20,0.0917678,2.69887,0.933327,422.226242671,-0.0231794,-0.00667283,0.0
14.8134,0.245222688705,0.076156,5500.0,6.315509557723999,2485.0,6.365087032318115,27.15397810935974,20,0.144717,2.69553,0.931642,1836.10321061,-0.0344324,-0.000668064,0.0
14.8084,0.643638888113,0.0167952,20000.0,6.193246126174927,14635.0,6.241555452346802,33.40445160865784,20,0.0248929,2.6952,0.931398,3323.59368756,-0.0359747,-0.0283132,6100.0
14.6003,0.843056099263,0.0324757,20400.0,6.249984979629517,16250.0,6.303617238998413,39.72379684448242,20,0.0670901,2.68104,0.924837,1881.09010948,-0.0126319,-0.00103141,12000.0
14.5928,0.639510119673,0.168629,19500.0,6.231223821640015,13980.0,6.259918689727783,45.998207330703735,20,0.290258,2.68053,0.924461,3199.78124252,-0.0914237,-0.0393478,7300.0
14.3085,0.441362980894,0.149597,13500.0,6.652418613433838,7750.0,6.690933465957642,52.69497323036194,20,0.239593,2.66085,0.915342,2370.75937202,-0.0528441,-0.00384163,3400.0
