LossBefore,ItrTime,MaxKL,Time,ExplainedVariance,StdReturn,Entropy,AveragePolicyStd,MaxReturn,Perplexity,MinReturn,LossAfter,AverageReturn,TotalExecTime,NumTrajs,MeanKL
-0.0,23.629282236099243,0.0,23.629278421401978,1,0.0,2.5608,0.870797,0.0,12.9461,0.0,-0.0,0.0,23.50174856185913,20,0.0
-0.0,22.298176527023315,0.0,45.93074584007263,1,0.0,2.5608,0.870797,0.0,12.9461,0.0,-0.0,0.0,22.226933479309082,20,0.0
-0.0,23.380538940429688,0.0,69.32479810714722,1,0.0,2.5608,0.870797,0.0,12.9461,0.0,-0.0,0.0,23.32003903388977,20,0.0
-0.0,23.019140481948853,0.0,92.35902166366577,1,0.0,2.5608,0.870797,0.0,12.9461,0.0,-0.0,0.0,22.97885775566101,20,0.0
-0.0,21.47610068321228,0.0,113.84222435951233,1,0.0,2.5608,0.870797,0.0,12.9461,0.0,-0.0,0.0,21.42325258255005,20,0.0
-0.0,20.91840624809265,0.0,134.77262210845947,1,0.0,2.5608,0.870797,0.0,12.9461,0.0,-0.0,0.0,20.867445707321167,20,0.0
-0.0,21.37746834754944,0.0,156.1641538143158,1,0.0,2.5608,0.870797,0.0,12.9461,0.0,-0.0,0.0,21.289729595184326,20,0.0
