ExplainedVariance,LossAfter,StdReturn,NumTrajs,TotalExecTime,Perplexity,AveragePolicyStd,LossBefore,MaxReturn,MaxKL,AverageReturn,ItrTime,Time,MinReturn,Entropy,MeanKL
1,-0.0,0.0,20,17.79795813560486,17.0795,1.0,-0.0,0.0,0.0,0.0,18.09837007522583,18.0983669757843,0.0,2.83788,0.0
0.146942489983,0.0866655,65.3834841531,20,17.241901874542236,17.0795,1.0,-0.0170449,300.0,131.644,15.0,17.427254676818848,35.543553590774536,0.0,2.83788,1.52546
1,-0.0,0.0,20,17.39706254005432,16.9345,0.995748,-0.0,0.0,0.0,0.0,17.543771982192993,53.09968018531799,0.0,2.82935,0.0
1,-0.0,0.0,20,18.29278016090393,16.9345,0.995748,-0.0,0.0,0.0,0.0,18.4306378364563,71.63115763664246,0.0,2.82935,0.0
0.0551137554058,1.26456,21.7944947177,20,16.271191835403442,16.9345,0.995748,0.011318,100.0,566.431,5.0,16.410326719284058,88.06526303291321,0.0,2.82935,13.7717
1,-0.0,0.0,20,17.290496110916138,17.0306,0.99857,-0.0,0.0,0.0,0.0,17.49772334098816,105.56908321380615,0.0,2.83501,0.0
1,-0.0,0.0,20,17.121912002563477,17.0306,0.99857,-0.0,0.0,0.0,0.0,17.24322009086609,122.85368537902832,0.0,2.83501,0.0
