MinReturn,Entropy,ExplainedVariance,ItrTime,NumTrajs,AveragePolicyStd,Time,MaxReturn,AverageReturn,LossAfter,TotalExecTime,StdReturn,LossBefore,MeanKL,MaxKL,Perplexity
0.0,2.83788,0.141216986184,17.501667499542236,20,1.0,17.501660585403442,300.0,15.0,7.12915,17.223921537399292,65.3834841531,0.0133256,49.6775,3001.14,17.0795
0.0,2.8512,0.10033922499,17.022597312927246,20,1.0067,34.5333685874939,800.0,40.0,0.0802216,16.805413484573364,174.355957742,0.0240789,0.203784,23.0923,17.3086
0.0,2.86324,0.163424640364,16.354069709777832,20,1.01278,50.90725755691528,800.0,40.0,-0.0096223,16.236521005630493,174.355957742,-0.00768083,0.00314608,0.258193,17.5182
0.0,2.8594,1,16.230765104293823,20,1.01086,67.16609025001526,0.0,0.0,-0.0,16.101064920425415,0.0,-0.0,0.0,0.0,17.4511
0.0,2.8594,0.150098510601,16.347387552261353,20,1.01086,83.56837797164917,200.0,10.0,8.93205,16.20544123649597,43.5889894354,0.0148402,76.1978,3075.19,17.4511
0.0,2.86682,0.173960314301,17.062820196151733,20,1.01463,100.66116547584534,200.0,25.0,3.63184,16.880687952041626,62.2494979899,-0.00394471,28.6208,2806.54,17.581
0.0,2.86485,1,17.013535261154175,20,1.0137,117.69544339179993,0.0,0.0,-0.0,16.87558913230896,0.0,-0.0,0.0,0.0,17.5464
