Entropy,LossBefore,Time,MaxReturn,ItrTime,AverageReturn,StdReturn,TotalExecTime,AveragePolicyStd,LossAfter,MinReturn,NumTrajs,Perplexity,MaxKL,ExplainedVariance,MeanKL
2.84233,-0.000945651,10.732465982437134,9900.0,10.732472658157349,4670.0,3230.34053932,10.656151533126831,1.00326,-0.0783733,0.0,20,17.1557,3.15821,0.305894063522,0.790474
2.84138,0.000399306,21.397988319396973,7300.0,10.66086459159851,3415.0,1935.01291985,10.521048307418823,1.00257,-0.0334588,600.0,20,17.1395,0.599707,0.331626270205,0.208882
2.84158,-0.0174423,31.87241268157959,29700.0,10.469471454620361,23130.0,3864.20755136,10.410197734832764,1.00249,-0.0351265,14700.0,20,17.1429,0.200573,0.658442506055,0.0827559
2.83286,-0.0213555,42.44866418838501,33100.0,10.567748069763184,26035.0,4914.3946728,10.514220476150513,0.998081,-0.0330913,12200.0,20,16.994,0.14801,0.642313993974,0.049542
2.82219,-0.0123842,53.09689497947693,31200.0,10.644634008407593,24080.0,4164.08453324,10.5945565700531,0.992889,-0.0447273,14700.0,20,16.8135,0.269215,0.676921527773,0.149248
2.81599,-0.00829985,63.78220844268799,28700.0,10.681672811508179,14675.0,5225.02392339,10.645355701446533,0.989722,-0.0474396,0.0,20,16.7098,0.531367,0.486838035061,0.215567
2.81184,0.0189016,74.30726194381714,23800.0,10.521059036254883,16010.0,4133.26747259,10.456664562225342,0.987758,-0.0329226,9500.0,20,16.6406,0.351826,0.459168632262,0.205234
