MaxKL,TotalExecTime,LossBefore,AverageReturn,StdReturn,MeanKL,Perplexity,NumTrajs,ExplainedVariance,Entropy,MinReturn,MaxReturn,LossAfter,Time,AveragePolicyStd,ItrTime
2.0352,6.6960389614105225,-0.0278187,950.0,484.252000512,0.117408,14.1457,20,0.738484821694,2.64941,0.0,1400.0,-0.054352,6.771995782852173,0.917354,6.771999835968018
0.361628,6.293765544891357,-0.0106862,1145.0,73.9932429347,0.0444719,13.7577,20,0.941057268196,2.6216,1000.0,1300.0,-0.0294972,13.137673616409302,0.90366,6.358411073684692
0.117807,6.3081183433532715,0.00409065,1170.0,90.0,0.020439,13.6843,20,0.941340815386,2.61625,1000.0,1400.0,-0.00348604,19.521676301956177,0.901833,6.370532512664795
0.101752,6.341796398162842,-0.000449028,1150.0,80.622577483,0.0105062,13.7124,20,0.943744811756,2.6183,1000.0,1300.0,-0.00846615,25.93935513496399,0.902669,6.408366680145264
0.0259116,6.256677865982056,0.0271921,1180.0,92.736184955,0.00262144,13.7093,20,0.939544887273,2.61807,1000.0,1300.0,0.0240622,32.274704933166504,0.902742,6.32560396194458
0.0869244,6.596874475479126,-0.00688368,1135.0,72.6291952317,0.00640394,13.897,20,0.94209146138,2.63167,1000.0,1200.0,-0.0110124,38.93064498901367,0.908406,6.643760681152344
0.276511,6.344572067260742,-0.00374099,1155.0,80.4673846972,0.0162873,13.8492,20,0.944086802964,2.62823,1000.0,1300.0,-0.0130598,45.31016802787781,0.906589,6.372985124588013
