Perplexity,MaxKL,ExplainedVariance,LossBefore,MinReturn,LossAfter,StdReturn,Time,NumTrajs,MaxReturn,MeanKL,AverageReturn,AveragePolicyStd,Entropy,TotalExecTime,ItrTime
21.7921,4.63154,0.328868575925,0.0063037,0.0,-0.00047354,511.150662721,26.673731565475464,20,1900.0,0.0183153,215.0,1.12957,3.08155,26.514028072357178,26.6737380027771
21.9299,0.986081,0.27258896755,0.00624846,0.0,0.00202311,240.0,51.164926052093506,20,800.0,0.0171095,80.0,1.13315,3.08785,24.337382555007935,24.48243999481201
21.9985,0.108508,0.437362546895,-0.0161783,0.0,-0.0183688,274.362898366,74.28035950660706,20,1000.0,0.00118259,135.0,1.13495,3.09098,23.00432562828064,23.111098527908325
21.8213,0.295787,0.18858973418,-0.00114891,0.0,-0.00346426,349.964283892,99.61949443817139,20,1400.0,0.00284125,155.0,1.13036,3.08289,25.21555471420288,25.33057951927185
21.8088,0.168134,0.333923393201,-0.000322171,0.0,-0.00256925,417.252920901,123.21637201309204,20,1200.0,0.00126132,230.0,1.13003,3.08231,23.488479137420654,23.579251766204834
21.8053,0.0139819,0.334995652037,-0.0047528,0.0,-0.00630947,354.964786986,149.08073329925537,20,1200.0,0.000874396,200.0,1.12997,3.08215,25.745808839797974,25.84850525856018
21.7535,0.227626,0.183793635328,0.00572814,0.0,0.00482171,504.256878981,174.21092104911804,20,2100.0,0.000821337,185.0,1.12863,3.07978,24.99935245513916,25.119683504104614
