0PolicyExecTime,1StdReturn,MeanKL,LossAfter,0AverageReturn,ItrTime,1EnvExecTime,1AverageReturn,MeanKLBefore,1ExplainedVariance,1Perplexity,0AveragePolicyStd,0MaxReturn,0NumTrajs,0ProcessExecTime,1ProcessExecTime,0MinReturn,0ExplainedVariance,1PolicyExecTime,1AveragePolicyStd,0StdReturn,ComputeUpdatedDistTime,0Entropy,LossBefore,1MinReturn,1MaxReturn,dLoss,Time,1Entropy,0Perplexity,1NumTrajs,0EnvExecTime
13.396342992782593,881.270531676,0.00822361279279,-0.00129625643604,162.25,183.07003140449524,48.3597948551178,221.5,3.46190387468e-09,0.0396210994362,17.0522,1.0,7500.0,400,1.8195996284484863,1.744055986404419,0.0,0.0525925205826,51.026325941085815,0.999217,695.736974366,5.346590995788574,2.83788,6.19911566524e-10,0.0,12300.0,0.00129625705595,183.07002902030945,2.83628,17.0795,400,48.98225212097168
14.387000322341919,742.269787544,0.00774528225884,-0.00157259684056,214.75,174.74988555908203,47.96148991584778,203.25,1.07684294814e-09,0.0775444954434,17.1842,1.00175,12100.0,400,1.6574699878692627,1.552476167678833,0.0,0.0660840986435,49.304691791534424,1.00308,927.904864466,0.35974669456481934,2.84137,-4.07453626394e-10,0.0,7000.0,0.00157259643311,358.83383202552795,2.84399,17.1393,400,48.80908250808716
13.671639204025269,1143.03882261,0.00646789092571,-0.00219392683357,333.25,172.24773573875427,47.65518832206726,428.5,-1.06257944665e-08,0.0761263742769,17.3478,1.00755,7100.0,400,1.7278928756713867,1.647367000579834,0.0,0.0835177313164,48.801541805267334,1.00788,968.023469499,0.4733574390411377,2.85288,-1.30967264811e-10,0.0,11500.0,0.0021939267026,532.1061742305756,2.85347,17.3376,400,49.70288825035095
15.31728482246399,1388.00159852,0.0069480817765,-0.00164127233438,400.75,173.4369077682495,47.497225284576416,531.25,1.35041799965e-09,0.117653301256,17.2326,1.00504,9800.0,400,1.7770230770111084,1.6412558555603027,0.0,0.102042873951,48.471808671951294,1.0045,1167.50778905,0.5135455131530762,2.84793,1.54250306972e-10,0.0,13300.0,0.00164127248863,706.5888903141022,2.8468,17.2521,400,49.571269035339355
15.568853616714478,2204.1009505,0.00858148187399,-0.00288839032874,564.25,176.544495344162,48.830989837646484,933.0,-6.05358485561e-10,0.127038299223,17.5421,1.01327,12500.0,400,1.7446773052215576,1.6852891445159912,0.0,0.0849011659044,50.81932735443115,1.01348,1688.1489678,0.4095752239227295,2.86424,-1.53959256455e-09,0.0,14600.0,0.00288838878914,884.3073837757111,2.8646,17.5358,400,49.11442685127258
15.640066146850586,2292.51123225,0.00692415982485,-0.0026932770852,840.0,174.42595529556274,48.01719856262207,1193.5,8.61471727287e-10,0.118675208218,17.4907,1.01148,11100.0,400,1.8540430068969727,1.6131401062011719,0.0,0.0901202413075,49.326375007629395,1.012,1874.51327016,0.34481191635131836,2.86067,5.23868948221e-10,0.0,14600.0,0.00269327760907,1059.7513337135315,2.86167,17.4733,400,49.385499000549316
15.030712842941284,2778.6399101,0.00980403181165,-0.00362564530224,916.75,173.92412614822388,47.95280623435974,1960.5,5.25615773128e-09,0.149260478798,17.4839,1.01031,10700.0,400,1.6564078330993652,1.622720718383789,0.0,0.056796241234,49.36524534225464,1.01182,1704.31641355,0.8464698791503906,2.85836,1.37661126942e-09,0.0,12700.0,0.00362564667885,1234.7592043876648,2.86128,17.4328,400,49.28766703605652
15.19787049293518,4354.94061383,0.00653859786689,-0.00273083895445,1587.25,175.457426071167,48.48579239845276,2893.5,7.54371320966e-09,0.166863130422,16.9876,0.998811,15400.0,400,1.681811809539795,1.6116597652435303,0.0,0.050803985294,49.213353633880615,0.99738,2727.47363644,0.3750734329223633,2.83538,1.45519152284e-11,0.0,29600.0,0.002730838969,1411.2497336864471,2.83249,17.0369,400,49.40876913070679
14.703941822052002,5231.71563041,0.00749292224646,-0.00362034584396,2130.0,173.95941829681396,48.208796977996826,3751.25,8.26549495514e-10,0.156491206047,16.8079,0.991627,25300.0,400,1.7219955921173096,1.6146368980407715,0.0,0.0380476211062,49.56237173080444,0.992107,3998.20584763,0.3910517692565918,2.8209,-1.71712588592e-10,0.0,25600.0,0.00362034567224,1586.2990624904633,2.82185,16.792,400,49.18366575241089
15.461683511734009,6998.37079255,0.00652735400945,-0.00330207217485,2584.75,174.85557317733765,47.70779252052307,5927.5,-7.8231092715e-09,0.204139976316,16.453,0.982053,29900.0,400,1.6732215881347656,1.6106834411621094,0.0,0.0454206115586,48.351317405700684,0.981677,4360.57822284,0.3722360134124756,2.80138,-1.23691057397e-11,0.0,34100.0,0.00330207216248,1762.0990569591522,2.80051,16.4673,400,49.28774952888489
12.988489627838135,7901.26304777,0.00750697683543,-0.00402093213052,2322.75,176.5737748146057,48.775145530700684,5781.5,-5.35511301969e-10,0.102898142505,16.2802,0.976788,23200.0,400,1.7630679607391357,1.6235957145690918,0.0,0.0268414460933,50.61353063583374,0.976451,4212.50607566,0.4173908233642578,2.7907,3.23779891787e-11,0.0,37600.0,0.00402093216289,1940.308854341507,2.78995,16.2923,400,48.74555993080139
12.883544921875,5646.02955625,0.00766910240054,-0.0032547165174,1978.75,174.89186000823975,48.33959770202637,3225.5,-3.28291549501e-09,0.0782928667285,16.0843,0.969841,34700.0,400,1.610023021697998,1.6721405982971191,0.0,0.0165674120403,51.19412612915039,0.97059,5124.89740751,0.41633081436157227,2.77637,2.03727035242e-11,0.0,32500.0,0.00325471653778,2116.1513895988464,2.77784,16.0606,400,49.1316933631897
13.148193359375,7367.66754136,0.00770821748301,-0.00340902525932,2128.5,171.6612105369568,48.007792711257935,5235.0,-3.07336556205e-09,0.14385552043,15.8402,0.96416,20000.0,400,1.6690762042999268,1.593595266342163,0.0,0.0256013013571,49.445576429367065,0.963063,3849.39446537,0.4677703380584717,2.76483,-5.7480065152e-10,0.0,33600.0,0.00340902468452,2288.7530360221863,2.76255,15.8763,400,48.95150375366211
13.976828813552856,9581.46248949,0.00654607126489,-0.00336778489873,2182.75,172.31103682518005,48.17006206512451,8161.25,-9.0338341252e-09,0.322220886637,16.0552,0.967564,29900.0,400,1.6039886474609375,1.6062583923339844,0.0,0.016091738221,49.44006943702698,0.969607,5007.61694197,0.45239758491516113,2.77188,8.44011083245e-10,0.0,38700.0,0.00336778574274,2461.9955615997314,2.77603,15.9887,400,48.80611872673035
14.316533327102661,9662.66754059,0.00756639381871,-0.00422396324575,2332.75,174.54658365249634,48.36154508590698,7966.0,-8.5681728379e-09,0.220346406268,15.9187,0.965526,27500.0,400,1.8058078289031982,1.6578481197357178,0.0,0.0377243741323,50.281251430511475,0.965479,5130.53139913,0.4290306568145752,2.76762,2.2409946121e-10,0.0,34900.0,0.00422396346985,2638.116419315338,2.7675,15.9206,400,49.36201310157776
14.438355207443237,11648.1242696,0.00894257053733,-0.00571655714884,5029.5,175.72910284996033,47.808133602142334,10701.0,-7.63684582239e-09,0.151153692857,15.9106,0.964335,38200.0,400,1.6708686351776123,1.7341527938842773,0.0,0.054520781648,50.94957661628723,0.965205,8268.54157334,0.37273097038269043,2.76523,-1.05937947303e-09,0.0,38200.0,0.00571655608946,2814.8855447769165,2.76698,15.8827,400,50.37192392349243
