0PolicyExecTime,1StdReturn,MeanKL,LossAfter,0AverageReturn,ItrTime,1EnvExecTime,1AverageReturn,MeanKLBefore,1ExplainedVariance,1Perplexity,0AveragePolicyStd,0MaxReturn,0NumTrajs,0ProcessExecTime,1ProcessExecTime,0MinReturn,0ExplainedVariance,1PolicyExecTime,1AveragePolicyStd,0StdReturn,ComputeUpdatedDistTime,0Entropy,LossBefore,1MinReturn,1MaxReturn,dLoss,Time,1Entropy,0Perplexity,1NumTrajs,0EnvExecTime
14.388791561126709,12072.958461,0.00985519215465,-0.00440750550479,1044.5,173.31405353546143,47.61184000968933,9718.0,2.51457077383e-09,0.270133112083,15.7678,0.960728,16500.0,400,1.7124300003051758,1.5539343357086182,0.0,0.0282102215387,49.60019516944885,0.960861,2361.51852629,0.39261293411254883,2.75774,-5.6170390561e-10,0.0,42800.0,0.00440750494308,2989.3763344287872,2.75797,15.7642,400,49.92785930633545
14.298338651657104,11529.8351436,0.00913548562676,-0.00356149789877,3504.5,172.992192029953,47.46845531463623,6931.25,4.0978163085e-09,0.178970528145,15.5236,0.952895,35000.0,400,1.6792714595794678,1.578944444656372,0.0,0.0257868410176,49.25043439865112,0.953382,7786.0567523,0.4390718936920166,2.74136,-4.59840526768e-10,0.0,44300.0,0.00356149743893,3163.4514350891113,2.74236,15.5081,400,50.07708144187927
14.346079349517822,10008.0712927,0.00742838811129,-0.00362467300147,2132.75,174.25537157058716,47.34618282318115,5547.0,1.862667659e-10,0.0768509896839,15.3505,0.948185,31700.0,400,1.770216703414917,1.561802864074707,0.0,0.0198093230378,49.6302375793457,0.94806,5066.56219122,0.42682480812072754,2.73147,-4.77302863899e-10,0.0,39000.0,0.00362467252417,3339.379110813141,2.73115,15.3554,400,50.95883131027222
14.391671180725098,13154.674528,0.00949374772608,-0.00399729702622,3471.25,177.14948654174805,47.39495038986206,8261.75,6.70551880688e-09,0.249141968196,15.2562,0.945178,43000.0,400,1.6640820503234863,1.620821237564087,0.0,0.022103450433,49.21962571144104,0.945148,7921.35079627,0.3650026321411133,2.7251,3.31783711616e-10,0.0,45100.0,0.003997297358,3517.521301984787,2.72499,15.2579,400,51.80453181266785
14.828603506088257,11682.3811758,0.00858445372432,-0.00362725416198,3335.75,180.7169075012207,49.1727659702301,6177.75,2.60770427474e-09,0.172900223085,15.3812,0.949978,37800.0,400,1.7654271125793457,1.639930248260498,0.0,0.0425057269866,51.840126276016235,0.948998,6662.43551094,0.4376213550567627,2.73524,5.35510469302e-10,0.0,45100.0,0.00362725469749,3699.262977361679,2.73315,15.4135,400,52.1304657459259
19.925683975219727,5424.19850646,0.00660809967667,-0.00354935927317,1138.75,183.0111527442932,49.41234374046326,2306.75,-6.89178802915e-09,0.0715014812349,15.6773,0.955761,29800.0,400,1.6756117343902588,1.723381519317627,0.0,0.015018478443,51.23399090766907,0.958105,4146.24208621,0.43894171714782715,2.74733,-5.35510524813e-10,0.0,36300.0,0.00354935873765,3883.447252511978,2.75221,15.601,400,49.94881343841553
18.395448446273804,10455.1682794,0.00891795847565,-0.00520986970514,2470.25,185.22129654884338,49.24020600318909,8342.5,6.70552369186e-09,0.155525954063,15.502,0.952084,28100.0,400,1.8837707042694092,1.6542513370513916,0.0,0.0216657045098,52.423088788986206,0.952781,5171.76855026,0.392803430557251,2.73959,1.74986802826e-10,0.0,41300.0,0.00520986988013,4070.3247089385986,2.74097,15.4807,400,52.293631076812744
19.939037561416626,9139.96845933,0.00706809479743,-0.00463167112321,2761.0,196.0607554912567,52.779231786727905,6581.25,3.46944695195e-16,0.127297113533,15.4966,0.952472,28500.0,400,1.8153042793273926,1.8700289726257324,0.0,0.0404053557916,57.88864994049072,0.95263,5910.10820544,0.4044508934020996,2.74031,-9.02218744159e-10,0.0,40100.0,0.00463167022099,4267.338757276535,2.74062,15.4918,400,51.58013653755188
21.976835250854492,11660.139268,0.00935323256999,-0.00411550421268,4041.75,199.55312156677246,52.35641622543335,9901.5,8.42846770155e-09,0.210956098694,15.645,0.956746,37800.0,400,1.834998369216919,1.7921979427337646,0.0,0.0287465274045,59.62202763557434,0.957414,8010.91954382,0.39366722106933594,2.74887,-5.9080784709e-10,0.0,40200.0,0.00411550362187,4467.937538146973,2.75015,15.6249,400,52.109479665756226
21.557868003845215,12101.2101435,0.00899197068065,-0.00438960688189,2158.25,198.23442387580872,52.46795845031738,9475.75,1.35041910987e-09,0.156743757535,15.4678,0.951888,30000.0,400,1.7835931777954102,1.7773678302764893,0.0,0.024872453619,59.22622728347778,0.952033,4384.2310543,0.3780710697174072,2.73845,-1.39698391743e-10,0.0,42600.0,0.00438960674219,4667.2127385139465,2.73876,15.463,400,51.85300946235657
23.485005378723145,13713.4964884,0.00644652126357,-0.00338264089078,2136.25,200.59589672088623,52.5480637550354,8513.75,-3.91156840251e-09,0.275373255201,15.3153,0.945896,39300.0,400,1.7840235233306885,1.8284924030303955,0.0,0.0923153779065,59.115012645721436,0.947339,7024.45805294,0.9870791435241699,2.72587,7.30506266589e-10,0.0,45300.0,0.00338264162128,4868.908514738083,2.72885,15.2696,400,51.600783824920654
23.231172800064087,14463.3467233,0.00908673275262,-0.0045082680881,1950.75,200.0123472213745,52.71929931640625,9868.75,-1.21070908854e-09,0.202180198432,15.0168,0.93792,32000.0,400,1.8462538719177246,1.8748762607574463,0.0,0.021864238658,59.20142316818237,0.937984,4060.51098231,0.40077710151672363,2.70906,5.67524693906e-10,0.0,49300.0,0.00450826865563,5070.008524894714,2.70917,15.0152,400,51.8280394077301
22.676950931549072,15006.4293534,0.00829189643264,-0.00354607659392,4660.5,202.05096101760864,53.50588798522949,8185.75,1.18278071781e-08,0.361127872786,15.0427,0.939111,41700.0,400,1.8803935050964355,1.8319339752197266,0.0,0.0463956604657,60.99842071533203,0.938684,9612.80082754,0.3551762104034424,2.71187,3.23052529172e-10,0.0,48500.0,0.00354607691697,5273.131167173386,2.71089,15.0575,400,51.67314076423645
24.092628240585327,15563.6955585,0.0071622650139,-0.00373922102153,2274.75,211.15143990516663,54.88205146789551,11366.75,-5.58792567773e-10,0.284259744466,15.0308,0.938641,42400.0,400,1.8619859218597412,1.9135949611663818,0.0,0.014143906141,64.91425943374634,0.93822,6391.681112,0.4779179096221924,2.71101,6.25732382575e-11,0.0,47100.0,0.00373922108411,5485.2837517261505,2.7101,15.0445,400,53.751604080200195
21.946163415908813,11780.1272675,0.00829695537686,-0.00167394871823,3225.5,220.77796339988708,58.39626598358154,6568.75,-4.0978163085e-09,0.175683456011,14.9915,0.936461,46300.0,400,1.9361913204193115,1.9933719635009766,0.0,0.0224307644367,72.45266008377075,0.936959,7685.87013617,0.4247477054595947,2.70648,1.47847467602e-09,0.0,49400.0,0.00167395019671,5707.036903619766,2.70748,14.9764,400,54.01869177818298
25.109796285629272,7764.93696047,0.00903419777751,-0.00379127729684,2670.25,230.8953082561493,58.049596071243286,3052.0,7.26431226283e-09,0.080069639741,15.2126,0.944248,42200.0,400,2.1920809745788574,2.113039970397949,0.0,0.0218161162599,74.36953449249268,0.943836,6539.97629487,0.43663597106933594,2.72299,9.74978320301e-10,0.0,49000.0,0.00379127827182,5939.911207437515,2.72212,15.2258,400,57.56674075126648
18.41928267478943,8695.89169881,0.00892960093915,-0.00337876286358,1659.25,211.29805874824524,57.628849506378174,5864.75,1.11758935439e-09,0.188509613471,15.4864,0.951427,21400.0,400,1.8674848079681396,2.016685724258423,0.0,0.0602310925278,70.01914763450623,0.952283,3947.22870347,0.4946465492248535,2.73822,1.3504177776e-09,0.0,35000.0,0.00337876421399,6152.268505811691,2.73996,15.4594,400,51.75155067443848
24.72937321662903,12909.7651412,0.00651417952031,-0.00318313925527,4920.25,235.7616205215454,59.324361085891724,7108.0,-4.65662064464e-10,0.132851747138,15.5837,0.95539,49500.0,400,2.1133017539978027,2.0797178745269775,0.0,0.0236142299399,80.2466311454773,0.95523,9152.18361581,0.45191192626953125,2.7466,-6.11180439591e-10,0.0,48300.0,0.00318313864409,6389.160077095032,2.74622,15.5895,400,57.163872718811035
24.75583815574646,15414.9519765,0.00860730372369,-0.00426232488826,3016.75,235.9354703426361,58.6714129447937,11416.75,-4.74975347942e-09,0.379130871184,16.0018,0.965587,39900.0,400,1.9918737411499023,1.9922564029693604,0.0,0.0204135960288,78.98737978935242,0.967983,6898.81108869,0.46054744720458984,2.76777,-2.56113685815e-10,0.0,48400.0,0.00426232463215,6626.247713804245,2.7727,15.923,400,56.78357481956482
26.511885166168213,11115.2497835,0.00673703057691,-0.00524797290564,3443.25,237.5800473690033,59.89670729637146,10441.5,5.77420200543e-09,0.235738749116,15.476,0.951959,47600.0,400,2.0072333812713623,2.022397518157959,0.0,0.0206361099999,78.15906953811646,0.951999,8005.56396749,0.47212791442871094,2.73923,-2.32830837943e-11,0.0,40300.0,0.00524797288235,6865.003263473511,2.73929,15.4751,400,57.20509576797485
31.7221999168396,15975.1109464,0.00964994076639,-0.00449103303254,4737.0,255.32599759101868,62.16973519325256,12419.5,4.37721325852e-09,0.162814148769,15.3205,0.949108,37700.0,400,2.2933313846588135,2.2251694202423096,0.0,0.0289854236607,86.75346374511719,0.947275,8006.60858291,0.4919412136077881,2.7331,-1.60071678135e-11,0.0,48400.0,0.00449103301653,7122.3307728767395,2.72919,15.3805,400,59.52539610862732
31.6502788066864,11366.4395673,0.00979953072965,-0.00442924164236,3633.75,256.21681475639343,62.22615098953247,7348.75,7.4505834835e-10,0.184120197851,15.027,0.937694,38400.0,400,2.2264459133148193,2.2655575275421143,0.0,0.0839790652717,88.22001385688782,0.938074,7944.65769794,0.5103821754455566,2.70909,3.14321374484e-10,0.0,42800.0,0.00442924195668,7379.798401117325,2.70985,15.0156,400,59.46451449394226
28.401644468307495,14053.3909943,0.00933094508946,-0.00352470390499,2223.75,254.18140316009521,61.94893550872803,9008.75,-5.21540943765e-09,0.153380479052,15.1561,0.942178,34400.0,400,2.201340913772583,2.171232223510742,0.0,0.0153090258968,88.66266989707947,0.942033,5080.07981606,0.4469311237335205,2.71875,-1.08848330349e-09,0.0,45700.0,0.0035247028165,7635.097416639328,2.71841,15.1614,400,59.321632385253906
25.596336364746094,6679.2840887,0.00857825484127,-0.00426145084202,4087.75,252.02590608596802,61.84654688835144,2773.75,6.89178714097e-09,0.0588081048613,15.0927,0.940629,43400.0,400,2.1903607845306396,2.1809518337249756,0.0,0.0190674013575,86.33954787254333,0.940057,9719.69778015,0.43990278244018555,2.71545,-2.60115262662e-11,0.0,42900.0,0.00426145081601,7888.2699427604675,2.71421,15.1114,400,59.99266314506531
30.63699984550476,14441.7522829,0.00724574923515,-0.00369487376884,2123.75,248.4420039653778,59.94393491744995,9721.0,6.89177070967e-09,0.17605693013,14.9524,0.93512,40800.0,400,2.1608221530914307,2.0652265548706055,0.0,0.00986558730969,83.28363919258118,0.935821,6393.84164157,0.45603251457214355,2.70338,1.51339885068e-10,0.0,47600.0,0.00369487392018,8137.825075149536,2.70487,14.9302,400,59.44483041763306
30.246865034103394,11996.8119098,0.00670213624835,-0.0037490427494,2126.25,240.52384281158447,59.075258016586304,6552.0,1.30385224839e-09,0.150115395475,14.7014,0.926376,22400.0,400,2.2546310424804688,2.1034107208251953,0.0,0.0315654624671,78.30721545219421,0.927949,4563.30318273,0.43505287170410156,2.68457,-4.71482075604e-10,0.0,45000.0,0.00374904227792,8380.437930822372,2.68794,14.6519,400,57.614330768585205
34.272947549819946,13966.0202612,0.00769762462005,-0.00245428225026,1335.5,240.6963975429535,58.71730279922485,9001.75,2.79396861202e-09,0.136175985763,14.7039,0.926109,15700.0,400,2.0422561168670654,2.100665807723999,0.0,0.0232275773333,75.62235379219055,0.928057,2830.05119212,0.3918273448944092,2.68392,3.60887514317e-10,0.0,45000.0,0.00245428261114,8622.271721363068,2.68811,14.6424,400,57.07008647918701
34.51732635498047,14217.3171498,0.00653991475701,-0.00248738517985,4171.75,243.82290148735046,59.61503529548645,10608.25,7.45058503782e-09,0.250922902044,14.6952,0.926449,39500.0,400,2.0710084438323975,2.0231902599334717,0.0,0.0349754643033,77.54194188117981,0.927787,8958.71234818,0.5469169616699219,2.68464,4.91854779128e-10,0.0,48300.0,0.0024873856717,8867.28615474701,2.68752,14.653,400,56.463730573654175
32.00493836402893,14111.4501381,0.00733138248324,-0.00240303762257,2968.75,241.77287673950195,59.052659034729004,8605.0,-5.58792678795e-10,0.0611252040313,14.773,0.928848,44000.0,400,2.0581307411193848,2.0409693717956543,0.0,0.0125890514356,78.45091032981873,0.930208,7953.29795981,0.4606666564941406,2.68983,-3.2014216278e-10,0.0,50200.0,0.00240303730243,9110.23391366005,2.6928,14.7292,400,57.54445505142212
28.610870122909546,16023.6047052,0.00852938648313,-0.00410626037046,5263.0,235.88476181030273,58.477412700653076,11056.5,5.58792678795e-10,0.214511288348,14.5244,0.922581,39900.0,400,2.0614335536956787,1.937211513519287,0.0,0.0369974071351,77.47017025947571,0.922254,9122.63837933,0.44716525077819824,2.67658,-5.238698364e-11,0.0,49400.0,0.00410626031808,9347.332085132599,2.67583,14.5353,400,57.07283592224121
28.202555418014526,13332.5182824,0.00986233726144,-0.00371699454263,2181.5,236.45334148406982,58.1614191532135,6207.5,-4.09782163757e-09,0.176597573973,14.5996,0.924619,41700.0,400,2.1836345195770264,2.0796005725860596,0.0,0.0314456758158,78.56823992729187,0.924595,7098.7116965,0.44106554985046387,2.68109,-3.52156359629e-10,0.0,50200.0,0.00371699419047,9585.78236579895,2.681,14.6009,400,56.68565368652344
29.7074031829834,16176.1803569,0.00717136031017,-0.00453589111567,3501.0,238.75138425827026,58.97804498672485,9756.25,-1.49011680772e-09,0.138549803866,14.2192,0.912635,47900.0,400,2.0416531562805176,2.1768691539764404,0.0,0.0116301652568,78.42973637580872,0.912452,9929.09104601,0.58091139793396,2.65504,-2.09547587615e-10,0.0,50000.0,0.00453589090612,9825.738137960434,2.65459,14.2255,400,56.468244552612305
26.4342520236969,9365.04308252,0.0064133531414,-0.0029612055514,4674.0,224.06698870658875,55.303484201431274,3941.75,3.35275962549e-09,0.0460282918255,14.0798,0.908698,45900.0,400,2.0788846015930176,1.9182052612304688,0.0,0.0139886847461,69.32466006278992,0.907969,11496.4461465,0.4407036304473877,2.64639,-1.11758713395e-09,0.0,44200.0,0.00296120443381,10050.96288394928,2.64474,14.103,400,55.40229630470276
24.37237238883972,14330.6110281,0.00918044708669,-0.00442891009152,3309.75,218.67009973526,56.42400860786438,9812.75,7.45058070795e-10,0.225462059415,14.0451,0.906192,47100.0,400,1.8924803733825684,2.009244441986084,0.0,0.0400658700926,69.8872697353363,0.906846,7700.36557168,0.41906094551086426,2.64086,6.86122769711e-10,0.0,50400.0,0.00442891077764,10270.691930055618,2.64227,14.0252,400,53.834723472595215
26.13150978088379,17219.325043,0.00792853534222,-0.0032785681542,4647.25,221.95578813552856,56.01684546470642,10040.25,-3.72529118664e-09,0.234466670336,13.8286,0.900585,41100.0,400,2.023159980773926,1.9923932552337646,0.0,0.0195223173448,69.46180653572083,0.89989,9604.41786042,0.47715210914611816,2.62831,-2.61934418599e-10,0.0,49700.0,0.00327856789227,10493.874010324478,2.62674,13.8504,400,56.34364557266235
22.250489473342896,16379.7470963,0.00829122401774,-0.00415502022952,4820.0,218.84983134269714,55.78460240364075,11192.25,2.60770272043e-09,0.217725509284,13.6917,0.895295,48600.0,400,1.9088780879974365,2.0787785053253174,0.0,0.0143735073138,72.70584750175476,0.895479,11297.2474524,0.4679882526397705,2.61647,-4.07453626394e-10,0.0,50300.0,0.00415501982206,10713.805468320847,2.61679,13.6874,400,54.21149206161499
19.99739646911621,11660.8859842,0.00697987014428,-0.00200992380269,3252.0,213.10258173942566,55.045931577682495,7774.25,7.07804304056e-09,0.0547456063894,13.5531,0.890055,41900.0,400,2.0535058975219727,1.940321922302246,0.0,0.00999809066699,70.85967111587524,0.890984,9007.87133567,0.43877506256103516,2.60463,-4.0163289361e-10,0.0,42200.0,0.00200992340106,10927.95598912239,2.60662,13.5262,400,53.85102462768555
19.30366611480713,9087.17928939,0.00661002052948,-0.00281161209568,1323.75,205.82378721237183,54.238521575927734,3054.75,3.35276162389e-09,0.0735384099115,13.6117,0.890755,31800.0,400,1.7366182804107666,1.886387586593628,0.0,0.00789721486437,64.01022624969482,0.892859,4681.01067479,0.3993189334869385,2.60627,2.03726868708e-10,0.0,46700.0,0.00281161229941,11134.778593063354,2.61093,13.5485,400,51.734458923339844
20.861101150512695,11288.6395078,0.00977790541947,-0.00373307010159,763.25,202.41049647331238,52.55782437324524,5054.25,-2.98023428158e-09,0.0562865170483,13.804,0.897424,17800.0,400,1.850616455078125,1.7317233085632324,0.0,0.0253250469211,61.44271230697632,0.899109,1863.86009065,0.36719489097595215,2.62125,-3.25962867809e-10,0.0,51400.0,0.00373306977563,11338.290698289871,2.62496,13.7529,400,53.44137358665466
20.75808072090149,7198.4994096,0.00728961499408,-0.00492668105289,6308.75,210.5284445285797,55.430416107177734,3592.5,1.4901156975e-09,0.0405365659478,13.8558,0.900681,47700.0,400,1.7574992179870605,1.9772639274597168,0.0,0.0217513666087,68.56525993347168,0.900727,11941.3105829,0.45616602897644043,2.62863,-1.6763805899e-09,0.0,34500.0,0.00492667937651,11549.864118337631,2.6287,13.8548,400,52.56510353088379
21.423968076705933,14469.8270118,0.00795598048717,-0.00365694938228,2210.5,210.3724856376648,55.07397174835205,7602.5,-2.98023294931e-09,0.199429382088,14.3131,0.914752,30500.0,400,1.9106521606445312,1.8219454288482666,0.0,0.0149053356845,66.79306650161743,0.915486,4996.93303437,0.43375086784362793,2.65961,-5.58793566974e-10,0.0,49100.0,0.00365694882348,11761.28450679779,2.66117,14.2907,400,54.12804627418518
21.378885507583618,13276.3137862,0.00724764401093,-0.00215082592331,4727.25,211.88866186141968,53.55534100532532,7943.5,-6.14673378863e-09,0.0730987563382,14.3011,0.915146,42000.0,400,1.9967434406280518,1.9002277851104736,0.0,0.0141157147295,64.30847477912903,0.915186,10611.344516,0.3879704475402832,2.66032,-9.31322574615e-10,0.0,49900.0,0.00215082499199,11974.223445653915,2.66034,14.3008,400,55.963330030441284
19.037965059280396,15971.0846845,0.00848142709583,-0.00351272779517,2149.25,203.70840191841125,53.48037934303284,9752.0,1.67638014581e-09,0.0800887953876,14.8587,0.931899,20300.0,400,1.8337373733520508,1.9255454540252686,0.0,0.0220533943311,62.310572147369385,0.932922,3724.57372561,0.3924291133880615,2.69645,4.83123541173e-10,0.0,48300.0,0.00351272827829,12179.208517313004,2.69858,14.827,400,52.51934027671814
20.37858819961548,14745.731891,0.00928882136941,-0.00273854006082,1552.75,201.26165652275085,52.578219413757324,7471.0,-2.42143927132e-09,0.195270521167,14.8027,0.929673,22100.0,400,1.8485305309295654,1.8011622428894043,0.0,0.0131122801324,61.036840200424194,0.931122,3679.61851793,0.44780898094177246,2.69178,2.4447219249e-10,0.0,50900.0,0.00273854030529,12381.503886461258,2.69481,14.7579,400,52.99649214744568
23.623205423355103,14087.8098347,0.00973114930093,-0.00187215860933,2996.75,216.01396989822388,54.49496531486511,8873.75,-6.14672845956e-09,0.0330236226772,14.9768,0.935677,45900.0,400,1.8727455139160156,1.9005544185638428,0.0,0.0118522660893,70.13321161270142,0.936504,8207.64061332,0.42753124237060547,2.70477,9.19681109046e-10,0.0,47200.0,0.00187215952901,12598.604131937027,2.70651,14.9509,400,54.23931813240051
23.061988592147827,14446.6117048,0.00760088860989,-0.00385001953691,4419.75,214.09466457366943,55.04810976982117,9189.5,7.45057571194e-10,0.18039879068,14.5787,0.92329,41600.0,400,1.9013514518737793,1.8196747303009033,0.0,0.0192860077281,68.22215056419373,0.923915,9446.45621053,0.42898988723754883,2.67825,3.87080950626e-10,0.0,51900.0,0.00385001992399,12813.85815834999,2.67956,14.5596,400,54.23543930053711
22.698749780654907,13810.6987151,0.00797253008932,-0.00151746417396,5523.75,211.25456309318542,55.06096076965332,9101.0,5.58795343331e-10,0.112818135962,14.7463,0.927967,40600.0,400,1.8215827941894531,1.865875244140625,0.0,0.020177839157,66.02918982505798,0.929242,10241.6654377,0.44220423698425293,2.68828,1.54250334727e-10,0.0,44900.0,0.00151746432821,13026.12585401535,2.69099,14.7063,400,54.026304483413696
