Perplexity,ExplainedVariance,LossBefore,NumTrajs,Time,StdReturn,MeanKL,TotalExecTime,MaxKL,AverageReturn,Entropy,MaxReturn,LossAfter,ItrTime,MinReturn,AveragePolicyStd
11.0609,0.0954790109263,0.00727959,40,5.072254657745361,177.411949992,0.116481,4.998999834060669,2.61426,195.0,2.40341,700.0,-0.0202692,5.072260141372681,0.0,0.805297
11.1417,0.100233871623,0.0272642,40,9.980223894119263,303.932558309,0.0472301,4.846100091934204,6.02269,225.0,2.41069,1300.0,0.00102256,4.9038708209991455,0.0,0.808508
11.2946,0.294161577833,0.0220677,40,14.92133903503418,451.635915312,0.0591248,4.88151741027832,0.602615,495.0,2.42432,1700.0,-0.0076019,4.92976975440979,0.0,0.813983
11.4199,0.461305042704,0.0221249,40,19.660651922225952,857.376084341,0.0604634,4.701155185699463,0.393997,1212.5,2.43536,3000.0,-0.0121432,4.735588073730469,0.0,0.818541
11.5469,0.468504683124,0.0238487,40,24.47000741958618,1296.04928533,0.0763648,4.729525327682495,0.530162,2302.5,2.44642,5000.0,-0.00421667,4.792736053466797,0.0,0.823107
11.6854,0.619781808144,-0.0119523,40,29.217089891433716,2010.0,0.0400407,4.695905447006226,3.10648,3020.0,2.45834,5900.0,-0.0360096,4.726173400878906,0.0,0.828261
11.6158,0.562307460305,-0.0393636,40,34.03941559791565,1775.07042114,0.0443129,4.765036582946777,1.44585,3525.0,2.45237,6600.0,-0.0634311,4.817678213119507,0.0,0.825715
