Perplexity,Time,LossAfter,ExplainedVariance,NumTrajs,MeanKL,ItrTime,StdReturn,TotalExecTime,AverageReturn,Entropy,AveragePolicyStd,MaxKL,MinReturn,MaxReturn,LossBefore
14.777,7.295258045196533,-0.126541,0.139340512169,20,0.828716,7.295262813568115,2245.1893016,7.237470388412476,3025.0,2.69307,0.930467,4.12604,200.0,8000.0,0.0210908
15.092,15.198208332061768,-0.0455261,0.666573010459,20,0.126012,7.898146390914917,3602.77670693,7.851831912994385,15900.0,2.71416,0.940486,0.351409,5600.0,20100.0,-0.00360476
15.0648,22.377970933914185,-0.0413862,0.947956488952,20,0.0484529,7.174848318099976,1366.41867669,7.097768306732178,21230.0,2.71236,0.939572,0.488792,18000.0,23000.0,-0.0174939
14.9336,29.505913496017456,-0.0229336,0.961146636894,20,0.101262,7.121291875839233,1023.95068241,7.0675225257873535,21505.0,2.70361,0.935406,0.617276,18600.0,22600.0,0.00492424
14.9704,36.78137564659119,-0.0486172,0.928129154807,20,0.140333,7.267199754714966,1533.29710102,7.224050760269165,20100.0,2.70608,0.936563,1.50406,17400.0,22600.0,-0.00975418
14.8976,44.61186480522156,-0.061373,0.840797695824,20,0.172699,7.825854063034058,2661.84146786,7.738979339599609,20940.0,2.7012,0.934361,0.951132,10900.0,23100.0,-0.0146777
14.7887,52.690812826156616,-0.097187,0.810792259384,20,0.414835,8.075924396514893,2144.76105895,8.04657244682312,17400.0,2.69386,0.93078,3.91804,12900.0,20400.0,0.00238952
